Sè trang bŞ	Tªn trang bŞ	Sè hiÖu thuéc tİnh 1: 	§¼ng cÊp thuéc tİnh 1: 	Sè hiÖu thuéc tİnh 2: 	§¼ng cÊp thuéc tİnh 2: 	Sè hiÖu thuéc tİnh 3: 	§¼ng cÊp thuéc tİnh 3: 	Sè hiÖu thuéc tİnh 4: 	§¼ng cÊp thuéc tİnh 4: 	Sè hiÖu thuéc tİnh 5: 	§¼ng cÊp thuéc tİnh 5: 	M· sè 6 thuéc tİnh 	§»ng cÊp 6 thuéc tİnh	M· sè 7 thuéc tİnh 	§»ng cÊp 7 thuéc tİnh	M· sè 8 thuéc tİnh 	§»ng cÊp 8 thuéc tİnh	Mµu s¾c trang bŞ
32322	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14526	1	14529	1	14211	1							
32323	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14527	1	14529	1	14218	1							
32324	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14525	1	14529	1	13636	1							
32325	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14527	1	14529	1	13637	1							
32326	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14528	1	14529	1	13638	1							
32327	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14527	1	14529	1	13639	1							
32328	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14526	1	14529	1	14187	1							
32329	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14525	1	14529	1	14188	1							
32330	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14525	1	14529	1	14134	1							
32331	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14526	1	14529	1	14212	1							
32332	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14525	1	14529	1	13641	1							
32333	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14525	1	14529	1	13642	1							
32334	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14525	1	14529	1	14406	1							
32335	Liªu-Uy Hæ Nguyªn So¸i	14523	1	14524	1	14525	1	14529	1	14407	1							
32336	Trang Søc S¸t Tinh	14590	1															<color=Fire>
32337	S¸t Lang	14854	1	14853	1													<color=Gold>
32338	NhuÖ Nha	14854	1	14855	1													<color=Gold>
32339	Méng S¸t	14854	1	14856	1													<color=Gold>
32340	Long V¨n	14891	1	14892	1	14893	1											
32341	Ph­îng V¨n	14894	1	14895	1	14896	1											
32342	Tinh Huy	15185	1	15184	1													<color=Gold>
32343	Háa S¸t	15185	1	15186	1													<color=Gold>
32344	NguyÖt KhuyÕt	15185	1	15187	1													<color=Gold>
32345	Long V¨n	15188	1	15189	1	15190	1											
32346	Ph­îng V¨n	15191	1	15192	1	15193	1											
32347	Ph¸ Thiªn	15713	1	15714	1	15715	1											
32348	Ng¹o Cèt	15716	1	15717	1	15718	1											
32355	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32356	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32357	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32358	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32359	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32360	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32361	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32362	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32363	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32364	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32365	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32366	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32367	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32368	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32369	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32370	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32371	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32372	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32373	Tö Quang ChiÕn Gi¸p																	<color=Gold>
32374	Tö Quang ChiÕn Gi¸p																	<color=Gold>
42355	Tö Quang Ngäc																	<color=Purple>
42356	Tö Quang Ngäc																	<color=Purple>
42357	Tö Quang Ngäc																	<color=Purple>
42358	Tö Quang Ngäc																	<color=Purple>
42359	Tö Quang Ngäc																	<color=Purple>
42360	Tö Quang Tiªn Ngäc																	<color=Gold>
42361	Tö Quang Tiªn Ngäc																	<color=Gold>
42362	Tö Quang Tiªn Ngäc																	<color=Gold>
42363	Tö Quang Tiªn Ngäc																	<color=Gold>
42364	Tö Quang Tiªn Ngäc																	<color=Gold>
42365	Tö Quang Tiªn Ngäc																	<color=Gold>
42366	Tö Quang Tiªn Ngäc																	<color=Gold>
42367	Tö Quang Tiªn Ngäc																	<color=Gold>
42368	Tö Quang Tiªn Ngäc																	<color=Gold>
42369	Tö Quang Tiªn Ngäc																	<color=Gold>
42370	Tö Quang Tiªn Ngäc																	<color=Gold>
42371	Tö Quang Tiªn Ngäc																	<color=Gold>
42372	Tö Quang Tiªn Ngäc																	<color=Gold>
42373	Tö Quang Tiªn Ngäc																	<color=Gold>
42374	Tö Quang Tiªn Ngäc																	<color=Gold>
52351	Tö Quang ThÇn Binh																	<color=Gold>
52352	Tö Quang ThÇn Binh																	<color=Gold>
52353	Tö Quang ThÇn Binh																	<color=Gold>
52354	Tö Quang ThÇn Binh																	<color=Gold>
52355	Tö Quang ThÇn Binh																	<color=Gold>
52356	Tö Quang ThÇn Binh																	<color=Gold>
52357	Tö Quang ThÇn Binh																	<color=Gold>
52358	Tö Quang ThÇn Binh																	<color=Gold>
52359	Tö Quang ThÇn Binh																	<color=Gold>
52360	Tö Quang ThÇn Binh																	<color=Gold>
52361	Tö Quang ThÇn Binh																	<color=Gold>
52362	Tö Quang ThÇn Binh																	<color=Gold>
52363	Tö Quang ThÇn Binh																	<color=Gold>
52364	Tö Quang ThÇn Binh																	<color=Gold>
52365	Tö Quang ThÇn Binh																	<color=Gold>
52366	Tö Quang ThÇn Binh																	<color=Gold>
52367	Tö Quang ThÇn Binh																	<color=Gold>
52368	Tö Quang ThÇn Binh																	<color=Gold>
52369	Tö Quang ThÇn Binh																	<color=Gold>
52370	Tö Quang ThÇn Binh																	<color=Gold>
80001	Viªm §Õ	302	6	419	1													<color=Gold>
80002	Viªm §Õ	302	6	419	1													<color=Gold>
80003	Viªm §Õ	302	6	419	1													<color=Gold>
80004	Viªm §Õ	302	6	419	1													<color=Gold>
80005	Trõng ¸c d­¬ng thiÖn																	<color=Purple>
80006	Trõng ¸c d­¬ng thiÖn																	<color=Purple>
80007	Trõng ¸c d­¬ng thiÖn																	<color=Purple>
80008	Trõng ¸c d­¬ng thiÖn																	<color=Purple>
80009	Tinh trung b¸o quèc	102	2	276	2	389	2											<color=Green2>
80010	Tinh trung b¸o quèc	102	2	276	2	389	2											<color=Green2>
80011	Tinh trung b¸o quèc	102	2	276	2	389	2											<color=Green2>
80012	Tinh trung b¸o quèc	102	2	276	2	389	2											<color=Green2>
80013	Tóc trİ ®a m­u	329	6															<color=Purple>
80014	V¨n thao vâ l­îc																	<color=Gold>
80015	V¨n thao vâ l­îc																	<color=Gold>
80016	V¨n thao vâ l­îc																	<color=Gold>
80017	V¨n thao vâ l­îc																	<color=Gold>
80051	Tö Viªm	302	6	329	7													<color=Gold>
80052	Tö Viªm	302	6	329	7													<color=Gold>
80053	Tö Viªm	302	6	329	7													<color=Gold>
80054	Tö Viªm	302	6	329	7													<color=Gold>
80065	Thiªn Chi Viªm §Õ	302	6	484	3													<color=Gold>
80066	Thiªn Chi Viªm §Õ	302	6	484	3													<color=Gold>
80067	Thiªn Chi Viªm §Õ	302	6	484	3													<color=Gold>
80068	Thiªn Chi Viªm §Õ	302	6	484	3													<color=Gold>
81001	TiÒm long	475																<color=Purple>
81002	Hçn ®én	450		451														<color=Purple>
81003	Ly Háa	450		452														<color=Purple>
81004	HuyÒn B¨ng	454		453														<color=Purple>
81005	HuyÒn Hoµng	450		453														<color=Purple>
81006	C«n B»ng	452		453														<color=Purple>
81007	Kh¸ng Long	454		452														<color=Purple>
81008	HuyÒn Vò	457		458														<color=Purple>
81009	Hæ tr¾ng	460																<color=Purple>
81010	Chu T­íc	463		464														<color=Purple>
81011	Thanh Long	467		468														<color=Purple>
81012	V« Song	561		562														<color=Purple>
81013	Quèc SÜ	474																<color=Purple>
81014	Ng­êi m¹nh	445		446														<color=Purple>
81015	Tèc Kİch	445		447														<color=Purple>
81016	KiÕm khİ	449		448														<color=Purple>
81017	§éng ph¸	445		448														<color=Purple>
81018	Thİch kh¸ch	447		448														<color=Purple>
81019	Phong Tèc	449		447														<color=Purple>
81020	HuyÒn Kh©u	455		456														<color=Purple>
81021	M·nh hæ	459																<color=Purple>
81022	T­êng Ph­îng	461		462														<color=Purple>
81023	Giao Long	465		466														<color=Purple>
81024	Uy phong	469		470														<color=Purple>
81025	HiÖp sÜ	473																<color=Purple>
81026	Phôc Long	449		446														<color=Purple>
81027	NiÕt Bµn	454		451														<color=Purple>
81028	Tr­êng Sinh HuyÒn Vâ	457		458		558												<color=Gold>
81029	Hung Tinh B¹ch Hæ	460		558														<color=Gold>
81030	Chu T­íc BÊt DiÖt	463		464		558												<color=Gold>
81031	T¹i Thiªn Thanh Long	467		468		558												<color=Gold>
81032	Thiªn H¹ V« §Şch	561		562		558												<color=Gold>
81033	H­ng Bang Quèc Sü	474		559														<color=Gold>
81034	Thiªn §Şa TiÒm Long	475		558														<color=Gold>
81035	Trêi ®Êt hçn ®én	450		451		560												<color=Gold>
81036	Thiªn §Şa Ly Háa	450		452		560												<color=Gold>
81037	Thiªn §Şa HuyÒn B¨ng	454		453		560												<color=Gold>
81038	Thiªn §Şa HuyÒn Hoµng	450		453		560												<color=Gold>
81039	Thiªn §Şa C«n B»ng	452		453		560												<color=Gold>
81040	Thiªn §Şa Kh¸ng Long	454		452		560												<color=Gold>
81041	Thiªn §Şa NiÕt Bµn	454		451		560												<color=Gold>
81042	Thiªn Th¸nh T­êng Long	578		579		580												<color=Gold>
81043	Tam Hoµng T­êng Ph­îng	581		579		580												<color=Gold>
88001	Hoµng §Õ	476	1	419	2													<color=Gold>
88002	Hoµng §Õ	476	1	419	1													<color=Gold>
88003	Hoµng §Õ	476	1	419	1													<color=Gold>
88004	Hoµng §Õ	476	1	419	1													<color=Gold>
88005	Hoµng §Õ	476	1	419	1													<color=Gold>
88006	Hoµng §Õ	476	1	419	1													<color=Gold>
88007	Hoµng §Õ	476	1	419	1													<color=Gold>
88008	Hoµng §Õ	476	1	419	1													<color=Gold>
88009	Hoµng §Õ	476	1	419	1													<color=Gold>
88010	Hoµng §Õ	476	1	419	1													<color=Gold>
88011	Hoµng §Õ	476	1	419	1													<color=Gold>
88012	Hoµng §Õ	476	1	419	1													<color=Gold>
88013	Hoµng §Õ	476	1	419	1													<color=Gold>
88014	Hoµng §Õ	476	1	419	1													<color=Gold>
88016	Hoµng §Õ	476	1	419	1													<color=Gold>
88020	Hoµng §Õ	476	1	419	1													<color=Gold>
88021	Hoµng §Õ	476	1	419	1													<color=Gold>
88040	Vinh dù huy hoµng	474	1	 	 													<color=Gold>
88042	Vinh dù huy hoµng	474	3	 	 													<color=Gold>
88044	Vinh dù huy hoµng	474	5	 	 													<color=Gold>
88046	Vinh dù huy hoµng	474	7	 	 													<color=Gold>
88051	Hoµng §Õ	476	1	329	7													<color=Gold>
88052	Hoµng §Õ	476	1	329	7													<color=Gold>
88053	Hoµng §Õ	476	1	329	7													<color=Gold>
88054	Hoµng §Õ	476	1	329	7													<color=Gold>
88055	Hoµng §Õ	476	1	329	7													<color=Gold>
88056	Hoµng §Õ	476	1	329	7													<color=Gold>
88057	Hoµng §Õ	476	1	329	7													<color=Gold>
88058	Hoµng §Õ	476	1	329	7													<color=Gold>
88059	Hoµng §Õ	476	1	329	7													<color=Gold>
88060	Hoµng §Õ	476	1	329	7													<color=Gold>
88061	Hoµng §Õ	476	1	329	7													<color=Gold>
88062	Hoµng §Õ	476	1	329	7													<color=Gold>
88063	Hoµng §Õ	476	1	329	7													<color=Gold>
88064	Hoµng §Õ	476	1	329	7													<color=Gold>
88066	Hoµng §Õ	476	1	329	7													<color=Gold>
88070	Hoµng §Õ	476	1	329	7													<color=Gold>
88071	Hoµng §Õ	476	1	329	7													<color=Gold>
92021	§¹t Ma Kim Cang	304	2	101	1	310	3	309	3	313	1							<color=Purple>
92022	§¹t Ma Kim Cang	304	2	101	1	310	3	309	3	313	1							<color=Purple>
93021	TruyÒn kinh ph¸p s­	304	2	101	1	312	3	311	3	314	1							<color=Purple>
93022	TruyÒn kinh ph¸p s­	304	2	101	1	312	3	311	3	314	1							<color=Purple>
94021	La H¸n Hé Ph¸p	304	2	101	1	312	3	311	3	315	1							<color=Purple>
94022	La H¸n Hé Ph¸p	304	2	101	1	312	3	311	3	315	1							<color=Purple>
96021	Bİ ®éc thİch kh¸ch	304	2	101	1	310	3	309	3	316	1							<color=Purple>
96022	Bİ ®éc thİch kh¸ch	304	2	101	1	310	3	309	3	316	1							<color=Purple>
96023	Bİ ®éc thİch kh¸ch	304	2	101	1	310	3	309	3	316	1							<color=Purple>
96024	Bİ ®éc thİch kh¸ch	304	2	101	1	310	3	309	3	316	1							<color=Purple>
98021	Tö Tróc sø	304	2	101	1	312	3	311	3	317	1							<color=Purple>
98022	Tö Tróc sø	304	2	101	1	312	3	311	3	317	1							<color=Purple>
99021	H¶i NguyÖt sø	304	2	101	1	312	3	311	3	318	1							<color=Purple>
99022	H¶i NguyÖt sø	304	2	101	1	312	3	311	3	318	1							<color=Purple>
102500	Thanh §Æc vò khİ																	<color=Green2>
102501	S­ ¢n vò khİ																	<color=Green2>
202500	Thanh §Æc vò khİ																	<color=Green2>
202501	S­ ¢n vò khİ																	<color=Green2>
250000	Thanh §Æc vò khİ																	<color=Green2>
250001	S­ ¢n vò khİ																	<color=Green2>
250010	T©y B¾c Phong vò khİ																	<color=Green2>
250011	T©y B¾c Phong vò khİ																	<color=Green2>
250020	T©y B¾c Tinh vò khİ																	<color=Green2>
250021	T©y B¾c Tinh vò khİ																	<color=Green2>
250030	T©y B¾c ¶nh vò khİ																	<color=Purple>
250031	T©y B¾c ¶nh vò khİ																	<color=Purple>
250101	Dòng sÜ	110	4	27	2	63	4	85	3									<color=Green2>
250110	T©y B¾c Phong vò khİ																	<color=Green2>
250120	T©y B¾c Tinh vò khİ																	<color=Green2>
250130	T©y B¾c ¶nh vò khİ																	<color=Purple>
250201	Dòng sÜ	110	4	27	2	63	4	85	3									<color=Green2>
250210	T©y B¾c Phong vò khİ																	<color=Green2>
250211	T©y B¾c Phong vò khİ																	<color=Green2>
250220	T©y B¾c Tinh vò khİ																	<color=Green2>
250221	T©y B¾c Tinh vò khİ																	<color=Green2>
250230	T©y B¾c ¶nh vò khİ																	<color=Purple>
250231	T©y B¾c ¶nh vò khİ																	<color=Purple>
250310	T©y B¾c Phong vò khİ																	<color=Green2>
250320	T©y B¾c Tinh vò khİ																	<color=Green2>
250330	T©y B¾c ¶nh vò khİ																	<color=Purple>
250410	T©y B¾c Phong vò khİ																	<color=Green2>
250420	T©y B¾c Tinh vò khİ																	<color=Green2>
250430	T©y B¾c ¶nh vò khİ																	<color=Purple>
250510	T©y B¾c Phong vò khİ																	<color=Green2>
250520	T©y B¾c Tinh vò khİ																	<color=Green2>
250530	T©y B¾c ¶nh vò khİ																	<color=Purple>
250610	T©y B¾c Phong vò khİ																	<color=Green2>
250620	T©y B¾c Tinh vò khİ																	<color=Green2>
250630	T©y B¾c ¶nh vò khİ																	<color=Purple>
250710	T©y B¾c Phong vò khİ																	<color=Green2>
250720	T©y B¾c Tinh vò khİ																	<color=Green2>
250730	T©y B¾c ¶nh vò khİ																	<color=Purple>
250810	T©y B¾c Phong vò khİ																	<color=Green2>
250820	T©y B¾c Tinh vò khİ																	<color=Green2>
250830	T©y B¾c ¶nh vò khİ																	<color=Purple>
250910	T©y B¾c Phong vò khİ																	<color=Green2>
250920	T©y B¾c Tinh vò khİ																	<color=Green2>
250930	T©y B¾c ¶nh vò khİ																	<color=Purple>
251010	T©y B¾c Phong vò khİ																	<color=Green2>
251020	T©y B¾c Tinh vò khİ																	<color=Green2>
251030	T©y B¾c ¶nh vò khİ																	<color=Purple>
251110	T©y B¾c Phong vò khİ																	<color=Green2>
251120	T©y B¾c Tinh vò khİ																	<color=Green2>
251130	T©y B¾c ¶nh vò khİ																	<color=Purple>
260000	ChØ TrÇn Trang																	<color=Green2>
260001	ChØ TrÇn Trang																	<color=Green2>
260002	ChØ TrÇn Trang																	<color=Green2>
260003	ChØ TrÇn Trang																	<color=Green2>
260004	Thõa ¶nh Y																	<color=Green2>
260005	Thõa ¶nh Y																	<color=Green2>
260006	Thõa ¶nh Y																	<color=Green2>
260007	Thõa ¶nh Y																	<color=Green2>
260008	Khinh V©n Thóc																	<color=Green2>
260009	Khinh V©n Thóc																	<color=Green2>
260010	Khinh V©n Thóc																	<color=Green2>
260011	Khinh V©n Thóc																	<color=Green2>
260012	§»ng Giao Bİch																	<color=Green2>
260013	Khëi Ph­îng Ngäc																	<color=Green2>
260014	Hoan L¨ng B¶o Ngäc																	<color=Purple>
260015	TuyÖt V©n																	<color=Purple>
260016	TuyÖt V©n																	<color=Purple>
260017	TuyÖt V©n																	<color=Purple>
260018	TuyÖt V©n																	<color=Purple>
260019	Phï Dao																	<color=Purple>
260020	Phï Dao																	<color=Purple>
260021	Phï Dao																	<color=Purple>
260022	Phï Dao																	<color=Purple>
260023	Ngù Phong																	<color=Purple>
260024	Ngù Phong																	<color=Purple>
260025	Ngù Phong																	<color=Purple>
260026	Ngù Phong																	<color=Purple>
270101	HiÖp sÜ	110	6	27	2	63	5	85	3									<color=Green2>
270102	To¸i Ngäc	9	5	251	2	252	2	85	3									<color=Green2>
270102	To¸i Ngäc	9	5	251	2	252	2	85	3									<color=Green2>
270201	HiÖp sÜ	110	6	27	2	63	5	85	3									<color=Green2>
270202	To¸i Ngäc	9	5	251	2	252	2	85	3									<color=Green2>
270202	To¸i Ngäc	9	5	251	2	252	2	85	3									<color=Green2>
300000	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14950	1							
300001	Tèng-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	13627	1							
300002	Tèng-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	13628	1							
300003	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13629	1							
300004	Tèng-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	14952	1							
300005	Tèng-Chu T­íc T­íng	14940	1	14941	1	14943	1	14960	1	14958	1							
300006	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14951	1							
300007	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13633	1							
300008	Tèng-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	14211	1							
300009	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14218	1							
300010	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13636	1							
300011	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13637	1							
300012	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14953	1							
300013	Tèng-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	13639	1							
300014	Tèng-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	14954	1							
300015	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14955	1							
300016	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14134	1							
300017	Tèng-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	14212	1							
300018	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13641	1							
300019	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13642	1							
300020	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14409	1							
300021	Tèng-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14407	1							
300022	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14950	1							
300023	Tèng-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	13627	1							
300024	Tèng-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	13628	1							
300025	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13629	1							
300026	Tèng-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	14952	1							
300027	Tèng-Chu T­íc So¸i	14945	1	14946	1	14948	1	14959	1	14958	1							
300028	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14951	1							
300029	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13633	1							
300030	Tèng-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	14211	1							
300031	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14218	1							
300032	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13636	1							
300033	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13637	1							
300034	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14953	1							
300035	Tèng-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	13639	1							
300036	Tèng-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	14954	1							
300037	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14955	1							
300038	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14134	1							
300039	Tèng-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	14212	1							
300040	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13641	1							
300041	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13642	1							
300042	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14409	1							
300043	Tèng-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14407	1							
300044	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14950	1							
300045	Liªu-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	13627	1							
300046	Liªu-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	13628	1							
300047	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13629	1							
300048	Liªu-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	14952	1							
300049	Liªu-Chu T­íc T­íng	14940	1	14941	1	14943	1	14960	1	14958	1							
300050	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14951	1							
300051	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13633	1							
300052	Liªu-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	14211	1							
300053	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14218	1							
300054	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13636	1							
300055	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13637	1							
300056	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14953	1							
300057	Liªu-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	13639	1							
300058	Liªu-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	14954	1							
300059	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14955	1							
300060	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14134	1							
300061	Liªu-Chu T­íc T­íng	14940	1	14941	1	14943	1	14944	1	14212	1							
300062	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13641	1							
300063	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	13642	1							
300064	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14409	1							
300065	Liªu-Chu T­íc T­íng	14940	1	14941	1	14942	1	14944	1	14407	1							
300066	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14950	1							
300067	Liªu-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	13627	1							
300068	Liªu-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	13628	1							
300069	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13629	1							
300070	Liªu-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	14952	1							
300071	Liªu-Chu T­íc So¸i	14945	1	14946	1	14948	1	14959	1	14958	1							
300072	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14951	1							
300073	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13633	1							
300074	Liªu-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	14211	1							
300075	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14218	1							
300076	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13636	1							
300077	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13637	1							
300078	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14953	1							
300079	Liªu-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	13639	1							
300080	Liªu-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	14954	1							
300081	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14955	1							
300082	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14134	1							
300083	Liªu-Chu T­íc So¸i	14945	1	14946	1	14948	1	14949	1	14212	1							
300084	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13641	1							
300085	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	13642	1							
300086	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14409	1							
300087	Liªu-Chu T­íc So¸i	14945	1	14946	1	14947	1	14949	1	14407	1							
300088	Ph¸ Hån NhiÕp T©m	14987	1															<color=Fire>
300089	Quang Minh Xİch Háa	110	4	63	4	30	4	85	3									<color=Green2>
300090	Quang Minh Xİch Háa	110	4	63	4	30	4	85	3									<color=Green2>
300091	Quang Minh Xİch Háa	110	4	63	4	30	4	85	3									<color=Green2>
300092	Quang Minh Xİch Háa	110	4	63	4	30	4	85	3									<color=Green2>
300093	Cù Méc L·nh NguyÖt	110	4	107	1	24	4	86	3									<color=Green2>
300094	Cù Méc L·nh NguyÖt	110	4	107	1	24	4	86	3									<color=Green2>
300095	Cù Méc L·nh NguyÖt	110	4	107	1	24	4	86	3									<color=Green2>
300096	Cù Méc L·nh NguyÖt	110	4	107	1	24	4	86	3									<color=Green2>
300097	NhuÖ Kim L¨ng V©n	110	4	30	4	24	4	85	3									<color=Green2>
300098	NhuÖ Kim L¨ng V©n	110	4	30	4	24	4	85	3									<color=Green2>
300099	NhuÖ Kim L¨ng V©n	110	4	30	4	24	4	85	3									<color=Green2>
300100	NhuÖ Kim L¨ng V©n	110	4	30	4	24	4	85	3									<color=Green2>
300101	B¨ng T©m S­¬ng Hoa	110	4	30	4	24	4	85	3									<color=Green2>
300102	B¨ng T©m S­¬ng Hoa	110	4	30	4	24	4	85	3									<color=Green2>
300103	ThiÖn A¶nh L­u Ly	110	4	107	1	24	4	86	3									<color=Green2>
300104	ThiÖn A¶nh L­u Ly	110	4	107	1	24	4	86	3									<color=Green2>
