Tªn tr©n ch©u	Lo¹i h×nh chÝnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	Dù L­u	Ö÷ÊôÐÔID£¬¶ÔÓ¦left_pearl_attr.txt	¸±ÊôÐÔ³ØID£¬¶ÔÓ¦left_pearl_attr_group.txt	Dù L­u	Dù L­u	Dù L­u	Ph©n lo¹i: 1 NhËt 2 NguyÖt 3 Tinh 4 ThÇn 5 Thiªn 6 §Þa 7 S¬n 8 H¶i 9 Phong 10 Vô 11 Xu©n 12 H¹ 13 Thu 14 §«ng 15 Thñy 16 Th¹ch 17 V©n 18 Vò 19 TuyÕt 20 S­¬ng	§¾ng cÊp yªu cÇu	Giíi tÝnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi sö dông trang bÞ sÏ hiÓn thÞ tªn lo¹i h×nh	Khi vøt ra ngoµi sÏ hiÓn thÞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dÞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Gi¸ trÞ	
Vô-Tè TrÇn	0	122	255	0	0			29	10				10	100				\image\item\canghaiyizhu\Îí3a1.spr	\image\item\canghaiyizhu\Îí3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Vô-Thanh Huy	0	122	256	0	0			30	10				10	100				\image\item\canghaiyizhu\Îí3a1.spr	\image\item\canghaiyizhu\Îí3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Vô-Ngù K×nh	0	122	257	0	0			4	10				10	100				\image\item\canghaiyizhu\Îí3a1.spr	\image\item\canghaiyizhu\Îí3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Vô-Thñy V©n	0	122	258	0	0			28	10				10	100				\image\item\canghaiyizhu\Îí4a1.spr	\image\item\canghaiyizhu\Îí4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Vô-Tè TrÇn	0	122	259	0	0			29	10				10	100				\image\item\canghaiyizhu\Îí4a1.spr	\image\item\canghaiyizhu\Îí4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Vô-Thanh Huy	0	122	260	0	0			30	10				10	100				\image\item\canghaiyizhu\Îí4a1.spr	\image\item\canghaiyizhu\Îí4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Vô-Ngù K×nh	0	122	261	0	0			4	10				10	100				\image\item\canghaiyizhu\Îí4a1.spr	\image\item\canghaiyizhu\Îí4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Vô-Thñy V©n	0	122	262	0	0			28	50				10	100				\image\item\canghaiyizhu\Îí5a1.spr	\image\item\canghaiyizhu\Îí5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Vô-Tè TrÇn	0	122	263	0	0			29	50				10	100				\image\item\canghaiyizhu\Îí5a1.spr	\image\item\canghaiyizhu\Îí5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Vô-Thanh Huy	0	122	264	0	0			30	50				10	100				\image\item\canghaiyizhu\Îí5a1.spr	\image\item\canghaiyizhu\Îí5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Vô-Ngù K×nh	0	122	265	0	0			4	50				10	100				\image\item\canghaiyizhu\Îí5a1.spr	\image\item\canghaiyizhu\Îí5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Vô-Thñy V©n	0	122	266	0	0			28	30				10	100				\image\item\canghaiyizhu\Îí6a1.spr	\image\item\canghaiyizhu\Îí6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Vô-Tè TrÇn	0	122	267	0	0			29	30				10	100				\image\item\canghaiyizhu\Îí6a1.spr	\image\item\canghaiyizhu\Îí6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Vô-Thanh Huy	0	122	268	0	0			30	30				10	100				\image\item\canghaiyizhu\Îí6a1.spr	\image\item\canghaiyizhu\Îí6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Vô-Ngù K×nh	0	122	269	0	0			4	30				10	100				\image\item\canghaiyizhu\Îí6a1.spr	\image\item\canghaiyizhu\Îí6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Vô-Thñy V©n	0	122	270	0	0			28	30				10	100				\image\item\canghaiyizhu\Îí7a1.spr	\image\item\canghaiyizhu\Îí7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Vô-Tè TrÇn	0	122	271	0	0			29	30				10	100				\image\item\canghaiyizhu\Îí7a1.spr	\image\item\canghaiyizhu\Îí7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Vô-Thanh Huy	0	122	272	0	0			30	30				10	100				\image\item\canghaiyizhu\Îí7a1.spr	\image\item\canghaiyizhu\Îí7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Vô-Ngù K×nh	0	122	273	0	0			4	30				10	100				\image\item\canghaiyizhu\Îí7a1.spr	\image\item\canghaiyizhu\Îí7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Xu©n-Thanh D­¬ng	0	122	274	0	0			31	11				11	100				\image\item\canghaiyizhu\´º1a1.spr	\image\item\canghaiyizhu\´º1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Xu©n-D­¬ng Trung	0	122	275	0	0			32	11				11	100				\image\item\canghaiyizhu\´º1a1.spr	\image\item\canghaiyizhu\´º1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Xu©n-Ngù K×nh	0	122	276	0	0			4	11				11	100				\image\item\canghaiyizhu\´º1a1.spr	\image\item\canghaiyizhu\´º1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Xu©n-Thanh D­¬ng	0	122	277	0	0			31	11				11	100				\image\item\canghaiyizhu\´º2a1.spr	\image\item\canghaiyizhu\´º2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Xu©n-D­¬ng Trung	0	122	278	0	0			32	11				11	100				\image\item\canghaiyizhu\´º2a1.spr	\image\item\canghaiyizhu\´º2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Xu©n-Ngù K×nh	0	122	279	0	0			4	11				11	100				\image\item\canghaiyizhu\´º2a1.spr	\image\item\canghaiyizhu\´º2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Xu©n-Thanh D­¬ng	0	122	280	0	0			31	11				11	100				\image\item\canghaiyizhu\´º3a1.spr	\image\item\canghaiyizhu\´º3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Xu©n-D­¬ng Trung	0	122	281	0	0			32	11				11	100				\image\item\canghaiyizhu\´º3a1.spr	\image\item\canghaiyizhu\´º3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Xu©n-Ngù K×nh	0	122	282	0	0			4	11				11	100				\image\item\canghaiyizhu\´º3a1.spr	\image\item\canghaiyizhu\´º3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Xu©n-Thanh D­¬ng	0	122	283	0	0			31	11				11	100				\image\item\canghaiyizhu\´º4a1.spr	\image\item\canghaiyizhu\´º4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Xu©n-D­¬ng Trung	0	122	284	0	0			32	11				11	100				\image\item\canghaiyizhu\´º4a1.spr	\image\item\canghaiyizhu\´º4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Xu©n-Ngù K×nh	0	122	285	0	0			4	11				11	100				\image\item\canghaiyizhu\´º4a1.spr	\image\item\canghaiyizhu\´º4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Xu©n-Thanh D­¬ng	0	122	286	0	0			31	51				11	100				\image\item\canghaiyizhu\´º5a1.spr	\image\item\canghaiyizhu\´º5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Xu©n-D­¬ng Trung	0	122	287	0	0			32	51				11	100				\image\item\canghaiyizhu\´º5a1.spr	\image\item\canghaiyizhu\´º5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Xu©n-Ngù K×nh	0	122	288	0	0			4	51				11	100				\image\item\canghaiyizhu\´º5a1.spr	\image\item\canghaiyizhu\´º5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Xu©n-Thanh D­¬ng	0	122	289	0	0			31	31				11	100				\image\item\canghaiyizhu\´º6a1.spr	\image\item\canghaiyizhu\´º6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Xu©n-D­¬ng Trung	0	122	290	0	0			32	31				11	100				\image\item\canghaiyizhu\´º6a1.spr	\image\item\canghaiyizhu\´º6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Xu©n-Ngù K×nh	0	122	291	0	0			4	31				11	100				\image\item\canghaiyizhu\´º6a1.spr	\image\item\canghaiyizhu\´º6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Xu©n-Thanh D­¬ng	0	122	292	0	0			31	31				11	100				\image\item\canghaiyizhu\´º7a1.spr	\image\item\canghaiyizhu\´º7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Xu©n-D­¬ng Trung	0	122	293	0	0			32	31				11	100				\image\item\canghaiyizhu\´º7a1.spr	\image\item\canghaiyizhu\´º7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Xu©n-Ngù K×nh	0	122	294	0	0			4	31				11	100				\image\item\canghaiyizhu\´º7a1.spr	\image\item\canghaiyizhu\´º7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
H¹-Chu Minh	0	122	295	0	0			33	12				12	100				\image\item\canghaiyizhu\ÏÄ1a1.spr	\image\item\canghaiyizhu\ÏÄ1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
H¹-Cöu Thö	0	122	296	0	0			34	12				12	100				\image\item\canghaiyizhu\ÏÄ1a1.spr	\image\item\canghaiyizhu\ÏÄ1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
H¹-Ngù K×nh	0	122	297	0	0			4	12				12	100				\image\item\canghaiyizhu\ÏÄ1a1.spr	\image\item\canghaiyizhu\ÏÄ1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
H¹-Chu Minh	0	122	298	0	0			33	12				12	100				\image\item\canghaiyizhu\ÏÄ2a1.spr	\image\item\canghaiyizhu\ÏÄ2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
H¹-Cöu Thö	0	122	299	0	0			34	12				12	100				\image\item\canghaiyizhu\ÏÄ2a1.spr	\image\item\canghaiyizhu\ÏÄ2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
H¹-Ngù K×nh	0	122	300	0	0			4	12				12	100				\image\item\canghaiyizhu\ÏÄ2a1.spr	\image\item\canghaiyizhu\ÏÄ2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
H¹-Chu Minh	0	122	301	0	0			33	12				12	100				\image\item\canghaiyizhu\ÏÄ3a1.spr	\image\item\canghaiyizhu\ÏÄ3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
H¹-Cöu Thö	0	122	302	0	0			34	12				12	100				\image\item\canghaiyizhu\ÏÄ3a1.spr	\image\item\canghaiyizhu\ÏÄ3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
H¹-Ngù K×nh	0	122	303	0	0			4	12				12	100				\image\item\canghaiyizhu\ÏÄ3a1.spr	\image\item\canghaiyizhu\ÏÄ3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
H¹-Chu Minh	0	122	304	0	0			33	12				12	100				\image\item\canghaiyizhu\ÏÄ4a1.spr	\image\item\canghaiyizhu\ÏÄ4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
H¹-Cöu Thö	0	122	305	0	0			34	12				12	100				\image\item\canghaiyizhu\ÏÄ4a1.spr	\image\item\canghaiyizhu\ÏÄ4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
H¹-Ngù K×nh	0	122	306	0	0			4	12				12	100				\image\item\canghaiyizhu\ÏÄ4a1.spr	\image\item\canghaiyizhu\ÏÄ4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
H¹-Chu Minh	0	122	307	0	0			33	52				12	100				\image\item\canghaiyizhu\ÏÄ5a1.spr	\image\item\canghaiyizhu\ÏÄ5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
H¹-Cöu Thö	0	122	308	0	0			34	52				12	100				\image\item\canghaiyizhu\ÏÄ5a1.spr	\image\item\canghaiyizhu\ÏÄ5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
H¹-Ngù K×nh	0	122	309	0	0			4	52				12	100				\image\item\canghaiyizhu\ÏÄ5a1.spr	\image\item\canghaiyizhu\ÏÄ5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
H¹-Chu Minh	0	122	310	0	0			33	32				12	100				\image\item\canghaiyizhu\ÏÄ6a1.spr	\image\item\canghaiyizhu\ÏÄ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
H¹-Cöu Thö	0	122	311	0	0			34	32				12	100				\image\item\canghaiyizhu\ÏÄ6a1.spr	\image\item\canghaiyizhu\ÏÄ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
H¹-Ngù K×nh	0	122	312	0	0			4	32				12	100				\image\item\canghaiyizhu\ÏÄ6a1.spr	\image\item\canghaiyizhu\ÏÄ6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
H¹-Chu Minh	0	122	313	0	0			33	32				12	100				\image\item\canghaiyizhu\ÏÄ7a1.spr	\image\item\canghaiyizhu\ÏÄ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
H¹-Cöu Thö	0	122	314	0	0			34	32				12	100				\image\item\canghaiyizhu\ÏÄ7a1.spr	\image\item\canghaiyizhu\ÏÄ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
H¹-Ngù K×nh	0	122	315	0	0			4	32				12	100				\image\item\canghaiyizhu\ÏÄ7a1.spr	\image\item\canghaiyizhu\ÏÄ7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Thu-B¹ch Tµng	0	122	316	0	0			35	13				13	100				\image\item\canghaiyizhu\Çï1a1.spr	\image\item\canghaiyizhu\Çï1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Thu-Tè TiÕt	0	122	317	0	0			36	13				13	100				\image\item\canghaiyizhu\Çï1a1.spr	\image\item\canghaiyizhu\Çï1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Thu-Ngù K×nh	0	122	318	0	0			4	13				13	100				\image\item\canghaiyizhu\Çï1a1.spr	\image\item\canghaiyizhu\Çï1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
Thu-B¹ch Tµng	0	122	319	0	0			35	13				13	100				\image\item\canghaiyizhu\Çï2a1.spr	\image\item\canghaiyizhu\Çï2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Thu-Tè TiÕt	0	122	320	0	0			36	13				13	100				\image\item\canghaiyizhu\Çï2a1.spr	\image\item\canghaiyizhu\Çï2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Thu-Ngù K×nh	0	122	321	0	0			4	13				13	100				\image\item\canghaiyizhu\Çï2a1.spr	\image\item\canghaiyizhu\Çï2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
Thu-B¹ch Tµng	0	122	322	0	0			35	13				13	100				\image\item\canghaiyizhu\Çï3a1.spr	\image\item\canghaiyizhu\Çï3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Thu-Tè TiÕt	0	122	323	0	0			36	13				13	100				\image\item\canghaiyizhu\Çï3a1.spr	\image\item\canghaiyizhu\Çï3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Thu-Ngù K×nh	0	122	324	0	0			4	13				13	100				\image\item\canghaiyizhu\Çï3a1.spr	\image\item\canghaiyizhu\Çï3a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		3	4	1		1	999	
Thu-B¹ch Tµng	0	122	325	0	0			35	13				13	100				\image\item\canghaiyizhu\Çï4a1.spr	\image\item\canghaiyizhu\Çï4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Thu-Tè TiÕt	0	122	326	0	0			36	13				13	100				\image\item\canghaiyizhu\Çï4a1.spr	\image\item\canghaiyizhu\Çï4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Thu-Ngù K×nh	0	122	327	0	0			4	13				13	100				\image\item\canghaiyizhu\Çï4a1.spr	\image\item\canghaiyizhu\Çï4a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		4	4	1		1	999	
Thu-B¹ch Tµng	0	122	328	0	0			35	53				13	100				\image\item\canghaiyizhu\Çï5a1.spr	\image\item\canghaiyizhu\Çï5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Thu-Tè TiÕt	0	122	329	0	0			36	53				13	100				\image\item\canghaiyizhu\Çï5a1.spr	\image\item\canghaiyizhu\Çï5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Thu-Ngù K×nh	0	122	330	0	0			4	53				13	100				\image\item\canghaiyizhu\Çï5a1.spr	\image\item\canghaiyizhu\Çï5a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		5	4	1		1	999	
Thu-B¹ch Tµng	0	122	331	0	0			35	33				13	100				\image\item\canghaiyizhu\Çï6a1.spr	\image\item\canghaiyizhu\Çï6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Thu-Tè TiÕt	0	122	332	0	0			36	33				13	100				\image\item\canghaiyizhu\Çï6a1.spr	\image\item\canghaiyizhu\Çï6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Thu-Ngù K×nh	0	122	333	0	0			4	33				13	100				\image\item\canghaiyizhu\Çï6a1.spr	\image\item\canghaiyizhu\Çï6a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		6	4	1		1	999	
Thu-B¹ch Tµng	0	122	334	0	0			35	33				13	100				\image\item\canghaiyizhu\Çï7a1.spr	\image\item\canghaiyizhu\Çï7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Thu-Tè TiÕt	0	122	335	0	0			36	33				13	100				\image\item\canghaiyizhu\Çï7a1.spr	\image\item\canghaiyizhu\Çï7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
Thu-Ngù K×nh	0	122	336	0	0			4	33				13	100				\image\item\canghaiyizhu\Çï7a1.spr	\image\item\canghaiyizhu\Çï7a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		7	4	1		1	999	
§«ng-Nguyªn Tù	0	122	337	0	0			37	14				14	100				\image\item\canghaiyizhu\¶¬1a1.spr	\image\item\canghaiyizhu\¶¬1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
§«ng-Hµn ThÇn	0	122	338	0	0			38	14				14	100				\image\item\canghaiyizhu\¶¬1a1.spr	\image\item\canghaiyizhu\¶¬1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
§«ng-Linh Tr¹ch	0	122	339	0	0			16	14				14	100				\image\item\canghaiyizhu\¶¬1a1.spr	\image\item\canghaiyizhu\¶¬1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
§«ng-Ngù K×nh	0	122	340	0	0			4	14				14	100				\image\item\canghaiyizhu\¶¬1a1.spr	\image\item\canghaiyizhu\¶¬1a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		1	4	1		1	999	
§«ng-Nguyªn Tù	0	122	341	0	0			37	14				14	100				\image\item\canghaiyizhu\¶¬2a1.spr	\image\item\canghaiyizhu\¶¬2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
§«ng-Hµn ThÇn	0	122	342	0	0			38	14				14	100				\image\item\canghaiyizhu\¶¬2a1.spr	\image\item\canghaiyizhu\¶¬2a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bÝ		2	4	1		1	999	
