Tªn thùc vËt	Lo¹i h×nh chÝnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	§ãi	Tuæi thä	§éc	HuyÕt	Linh	Ma	§éc hiÖn t¹i	M¸u hiÖn t¹i	Linh hiÖn t¹i	Ma hiÖn t¹i	N¨ng lùc cao nhÊt cña Cæ mÉu
Tó Cèt th­¬ng	0	6	102	1200		-1	-2	-1	2					
XÝch NguyÖt th­¬ng	0	6	103	1300		-2	-1	-2	3					
Ng©n Xµ th­¬ng	0	6	104	1400		-1	-2	-1	3					
Háa Yªn Th­¬ng	0	6	105	1500		-2	-1	-2	4					
Tr­îng B¸t Xµ M©u	0	6	106	1600		-1	-2	-1	4					
Ph¸ Thiªn kÝch	0	6	107	1700		-1	-2	-1	5					
§¹i Hµo L«i Th­¬ng	0	6	108	1800		-1	-1	-1	5					
Cöu Long Toµn KÝch	0	6	109	1900		-1	-1	-1	6					
Th­¬ng N«	0	6	110	2000		-1	-1	-1	7					
Tróc Méc cung	0	4	108	700		-2	-1	-2	1					
Thanh §»ng cung	0	4	109	800		-2	-1	-2	1					
Tinh ThiÕt cung	0	4	110	900		-2	-1	-2	2					
L¹c Nh¹n cung	0	4	111	1000		-2	-1	-2	2					
Xuyªn T©m cung	0	4	112	1100		-1	-2	-1	2					
Trôc NguyÖt cung	0	4	113	1200		-1	-2	-1	2					
DiÖt DiÖm cung	0	4	114	1300		-2	-1	-2	3					
Tö Kim	0	4	115	1400		-1	-2	-1	3					
ThÇn Lùc	0	4	116	1500		-2	-1	-2	4					
Xi Nha	0	4	117	1600		-1	-2	-1	4					
Long KhÈu	0	4	118	1700		-1	-2	-1	5					
ThÇn Cung	0	4	119	1800		-1	-1	-1	5					
Viªn §Ò	0	4	120	1900		-1	-1	-1	6					
BÊt X¹ Chi X¹	0	4	121	2000		-1	-1	-1	7					
H¾c ThiÕt tr¶o	0	11	1	700		-2	-1	-2	1					
Tinh Cang tr¶o	0	11	2	800		-2	-1	-2	1					
C¬ Quan tr¶o	0	11	3	900		-2	-1	-2	2					
Phi Hoµnh tr¶o	0	11	4	1000		-2	-1	-2	2					
¸m thÝch	0	11	5	1100		-1	-2	-1	2					
Lang Nha thÝch	0	11	6	1200		-1	-2	-1	2					
Né DiÖm	0	11	7	1300		-2	-1	-2	3					
V¹n KiÕp	0	11	8	1400		-1	-2	-1	3					
D­¬ng Qu©n	0	11	9	1500		-2	-1	-2	4					
Ng­ng S­¬ng	0	11	10	1600		-1	-2	-1	4					
Ngò T«n	0	11	11	1700		-1	-2	-1	5					
M·nh hæ	0	11	12	1800		-1	-1	-1	5					
V« NgÊn	0	11	13	1900		-1	-1	-1	6					
Thanh Long	0	11	14	2000		-1	-1	-1	7					
LiÔu DiÖp Song §ao	0	7	1	700		-2	-1	-2	1					
NguyÖt Nha thÝch	0	7	2	800		-2	-1	-2	1					
§èi Phi thÝch	0	7	3	900		-2	-1	-2	2					
Hång Ên ®ao	0	7	4	1000		-2	-1	-2	2					
Biªn Bøc ®ao	0	7	5	1100		-1	-2	-1	2					
Né Hång	0	7	6	1200		-1	-2	-1	2					
B¸o Hoa	0	7	7	1300		-2	-1	-2	3					
Uyªn ¦¬ng Liªn Hoµn	0	7	8	1400		-1	-2	-1	3					
HuyÕt Liªn Hoµn	0	7	9	1500		-2	-1	-2	4					
T«i NguyÖt	0	7	10	1600		-1	-2	-1	4					
§o¹n Tr­êng	0	7	11	1700		-1	-2	-1	5					
L¨ng Phong	0	7	12	1800		-1	-1	-1	5					
BÝch Thñy	0	7	13	1900		-1	-1	-1	6					
Thiªn T«n	0	7	14	2000		-1	-1	-1	7					
Kim Cang D­¬ng §ao	0	3	251	3000	500	-2	-1	-2	8					
Kim Cang Dao §ao	0	3	271	5000	1000	-4	-2	-4	15					
Kim Cang D­¬ng §ao	0	3	252	3000	500	-2	-1	-2	8					
Kim Cang Dao §ao	0	3	272	5000	1000	-4	-2	-4	15					
Kim Cang D­¬ng C«n	0	5	251	3000	500	-2	-1	-2	8					
Kim Cang Dao C«n	0	5	271	5000	1000	-4	-2	-4	15					
Kim Cang D­¬ng C«n	0	5	252	3000	500	-2	-1	-2	8					
Kim Cang Dao C«n	0	5	272	5000	1000	-4	-2	-4	15					
Nh­ Lai D­¬ng Tr­îng	0	8	351	3000	500	-2	-1	-2	8					
Nh­ Lai Dao Tr­îng	0	8	371	5000	1000	-4	-2	-4	15					
Nh­ Lai D­¬ng Tr­îng	0	8	352	3000	500	-2	-1	-2	8					
Nh­ Lai Dao Tr­îng	0	8	372	5000	1000	-4	-2	-4	15					
La H¸n D­¬ng Thñ	0	0	451	3000	500	-2	-1	-2	8					
La H¸n Dao Thñ	0	0	471	5000	1000	-4	-2	-4	15					
La H¸n D­¬ng Thñ	0	0	452	3000	500	-2	-1	-2	8					
La H¸n Dao Thñ	0	0	472	5000	1000	-4	-2	-4	15					
HiÖp Kh¸ch D­¬ng Ch©m	0	1	651	3000	500	-2	-1	-2	8					
HiÖp Kh¸ch Dao Ch©m	0	1	671	5000	1000	-4	-2	-4	15					
HiÖp Kh¸ch D­¬ng Ch©m	0	1	652	3000	500	-2	-1	-2	8					
HiÖp Kh¸ch Dao Ch©m	0	1	672	5000	1000	-4	-2	-4	15					
HiÖp Kh¸ch D­¬ng Ch©m	0	1	653	3000	500	-2	-1	-2	8					
HiÖp Kh¸ch Dao Ch©m	0	1	673	5000	1000	-4	-2	-4	15					
HiÖp Kh¸ch D­¬ng Ch©m	0	1	654	3000	500	-2	-1	-2	8					
HiÖp Kh¸ch Dao Ch©m	0	1	674	5000	1000	-4	-2	-4	15					
Quan ¢m D­¬ng KiÕm	0	2	853	3000	500	-2	-1	-2	8					
Quan ¢m Dao KiÕm	0	2	873	5000	1000	-4	-2	-4	15					
Quan ¢m D­¬ng KiÕm	0	2	854	3000	500	-2	-1	-2	8					
Quan ¢m Dao KiÕm	0	2	874	5000	1000	-4	-2	-4	15					
Ngäc N÷ D­¬ng  CÇm	0	10	953	3000	500	-2	-1	-2	8					
Ngäc N÷ Dao CÇm	0	10	973	5000	1000	-4	-2	-4	15					
Ngäc N÷ D­¬ng  CÇm	0	10	954	3000	500	-2	-1	-2	8					
Ngäc N÷ Dao CÇm	0	10	974	5000	1000	-4	-2	-4	15					
Gi¸ng Long D­¬ng Thñ	0	0	1151	3000	500	-2	-1	-2	8					
Gi¸ng Long Dao Thñ	0	0	1171	5000	1000	-4	-2	-4	15					
Gi¸ng Long D­¬ng Thñ	0	0	1152	3000	500	-2	-1	-2	8					
Gi¸ng Long Dao Thñ	0	0	1172	5000	1000	-4	-2	-4	15					
Gi¸ng Long D­¬ng Thñ	0	0	1153	3000	500	-2	-1	-2	8					
Gi¸ng Long Dao Thñ	0	0	1173	5000	1000	-4	-2	-4	15					
Gi¸ng Long D­¬ng Thñ	0	0	1154	3000	500	-2	-1	-2	8					
Gi¸ng Long Dao Thñ	0	0	1174	5000	1000	-4	-2	-4	15					
Phong Ma D­¬ng C«n	0	5	1251	3000	500	-2	-1	-2	8					
Phong Ma Dao C«n	0	5	1271	5000	1000	-4	-2	-4	15					
Phong Ma D­¬ng C«n	0	5	1252	3000	500	-2	-1	-2	8					
Phong Ma Dao C«n	0	5	1272	5000	1000	-4	-2	-4	15					
Phong Ma D­¬ng C«n	0	5	1253	3000	500	-2	-1	-2	8					
Phong Ma Dao C«n	0	5	1273	5000	1000	-4	-2	-4	15					
Phong Ma D­¬ng C«n	0	5	1254	3000	500	-2	-1	-2	8					
Phong Ma Dao C«n	0	5	1274	5000	1000	-4	-2	-4	15					
Ch©n Vò D­¬ng KiÕm	0	2	1451	3000	500	-2	-1	-2	8					
Ch©n Vò Dao KiÕm	0	2	1471	5000	1000	-4	-2	-4	15					
Ch©n Vò D­¬ng KiÕm	0	2	1452	3000	500	-2	-1	-2	8					
Ch©n Vò Dao KiÕm	0	2	1472	5000	1000	-4	-2	-4	15					
Ch©n Vò D­¬ng KiÕm	0	2	1453	3000	500	-2	-1	-2	8					
Ch©n Vò Dao KiÕm	0	2	1473	5000	1000	-4	-2	-4	15					
Ch©n Vò D­¬ng KiÕm	0	2	1454	3000	500	-2	-1	-2	8					
Ch©n Vò Dao KiÕm	0	2	1474	5000	1000	-4	-2	-4	15					
NhÊt D­¬ng Bót	0	9	1551	3000	500	-2	-1	-2	8					
NhÊt D­¬ng Dao Bót	0	9	1571	5000	1000	-4	-2	-4	15					
NhÊt D­¬ng Bót	0	9	1552	3000	500	-2	-1	-2	8					
NhÊt D­¬ng Dao Bót	0	9	1572	5000	1000	-4	-2	-4	15					
NhÊt D­¬ng Bót	0	9	1553	3000	500	-2	-1	-2	8					
NhÊt D­¬ng Dao Bót	0	9	1573	5000	1000	-4	-2	-4	15					
NhÊt D­¬ng Bót	0	9	1554	3000	500	-2	-1	-2	8					
NhÊt D­¬ng Dao Bót	0	9	1574	5000	1000	-4	-2	-4	15					
Xa Kþ ChiÕn SÜ Th­¬ng	0	6	1751	3000	500	-2	-1	-2	8					
Xa Kþ T­íng Qu©n Th­¬ng	0	6	1771	5000	1000	-4	-2	-4	15					
Xa Kþ ChiÕn SÜ Th­¬ng	0	6	1752	3000	500	-2	-1	-2	8					
Xa Kþ T­íng Qu©n Th­¬ng	0	6	1772	5000	1000	-4	-2	-4	15					
Xa Kþ ChiÕn SÜ Th­¬ng	0	6	1753	3000	500	-2	-1	-2	8					
Xa Kþ T­íng Qu©n Th­¬ng	0	6	1773	5000	1000	-4	-2	-4	15					
Xa Kþ ChiÕn SÜ Th­¬ng	0	6	1754	3000	500	-2	-1	-2	8					
Xa Kþ T­íng Qu©n Th­¬ng	0	6	1774	5000	1000	-4	-2	-4	15					
D­¬ng §Þnh Cung	0	4	1851	3000	500	-2	-1	-2	8					
D­¬ng An Cung	0	4	1871	5000	1000	-4	-2	-4	15					
D­¬ng §Þnh Cung	0	4	1852	3000	500	-2	-1	-2	8					
D­¬ng An Cung	0	4	1872	5000	1000	-4	-2	-4	15					
D­¬ng §Þnh Cung	0	4	1853	3000	500	-2	-1	-2	8					
D­¬ng An Cung	0	4	1873	5000	1000	-4	-2	-4	15					
D­¬ng §Þnh Cung	0	4	1854	3000	500	-2	-1	-2	8					
D­¬ng An Cung	0	4	1874	5000	1000	-4	-2	-4	15					
U Lung L­u V©n §ao	0	7	2051	3000	500	-2	-1	-2	8					
U Minh Thiªn Qu©n §ao	0	7	2071	5000	1000	-4	-2	-4	15					
U Lung L­u V©n §ao	0	7	2052	3000	500	-2	-1	-2	8					
U Minh Thiªn Qu©n §ao	0	7	2072	5000	1000	-4	-2	-4	15					
U Lung L­u V©n §ao	0	7	2053	3000	500	-2	-1	-2	8					
U Minh Thiªn Qu©n §ao	0	7	2073	5000	1000	-4	-2	-4	15					
U Lung L­u V©n §ao	0	7	2054	3000	500	-2	-1	-2	8					
U Minh Thiªn Qu©n §ao	0	7	2074	5000	1000	-4	-2	-4	15					
Miªu Cæ Tr¶o	0	11	2151	3000	500	-2	-1	-2	8					
Miªu T©m Tr¶o	0	11	2171	5000	1000	-4	-2	-4	15					
Miªu Cæ Tr¶o	0	11	2152	3000	500	-2	-1	-2	8					
Miªu T©m Tr¶o	0	11	2172	5000	1000	-4	-2	-4	15					
Miªu Cæ Tr¶o	0	11	2153	3000	500	-2	-1	-2	8					
Miªu T©m Tr¶o	0	11	2173	5000	1000	-4	-2	-4	15					
Miªu Cæ Tr¶o	0	11	2154	3000	500	-2	-1	-2	8					
Miªu T©m Tr¶o	0	11	2174	5000	1000	-4	-2	-4	15					
Kim Cang Ngäc §ao	0	3	281	6000	1500	-4	-2	-4	20					
Kim Cang Ngäc §ao	0	3	282	6000	1500	-4	-2	-4	20					
Kim Cang Ngäc C«n	0	5	281	6000	1500	-4	-2	-4	20					
Kim Cang Ngäc C«n	0	5	282	6000	1500	-4	-2	-4	20					
Nh­ Lai Ngäc Tr­îng	0	8	381	6000	1500	-4	-2	-4	20					
Nh­ Lai Ngäc Tr­îng	0	8	382	6000	1500	-4	-2	-4	20					
La H¸n Ngäc Thñ	0	0	481	6000	1500	-4	-2	-4	20					
La H¸n Ngäc Thñ	0	0	482	6000	1500	-4	-2	-4	20					
HiÖp Kh¸ch To¸i Ngäc Ch©m	0	1	681	6000	1500	-4	-2	-4	20					
HiÖp Kh¸ch To¸i Ngäc Ch©m	0	1	682	6000	1500	-4	-2	-4	20					
HiÖp Kh¸ch To¸i Ngäc Ch©m	0	1	683	6000	1500	-4	-2	-4	20					
HiÖp Kh¸ch To¸i Ngäc Ch©m	0	1	684	6000	1500	-4	-2	-4	20					
Quan ¢m Ngäc KiÕm	0	2	883	6000	1500	-4	-2	-4	20					
Quan ¢m Ngäc KiÕm	0	2	884	6000	1500	-4	-2	-4	20					
Ngäc N÷ CÇm	0	10	983	6000	1500	-4	-2	-4	20					
Ngäc N÷ CÇm	0	10	984	6000	1500	-4	-2	-4	20					
Gi¸ng Long Ngäc Thñ	0	0	1181	6000	1500	-4	-2	-4	20					
Gi¸ng Long Ngäc Thñ	0	0	1182	6000	1500	-4	-2	-4	20					
Gi¸ng Long Ngäc Thñ	0	0	1183	6000	1500	-4	-2	-4	20					
Gi¸ng Long Ngäc Thñ	0	0	1184	6000	1500	-4	-2	-4	20					
Phong Ma Ngäc C«n	0	5	1281	6000	1500	-4	-2	-4	20					
Phong Ma Ngäc C«n	0	5	1282	6000	1500	-4	-2	-4	20					
Phong Ma Ngäc C«n	0	5	1283	6000	1500	-4	-2	-4	20					
Phong Ma Ngäc C«n	0	5	1284	6000	1500	-4	-2	-4	20					
Ch©n Vò Ngäc KiÕm	0	2	1481	6000	1500	-4	-2	-4	20					
Ch©n Vò Ngäc KiÕm	0	2	1482	6000	1500	-4	-2	-4	20					
Ch©n Vò Ngäc KiÕm	0	2	1483	6000	1500	-4	-2	-4	20					
Ch©n Vò Ngäc KiÕm	0	2	1484	6000	1500	-4	-2	-4	20					
NhÊt D­¬ng Ngäc Bót	0	9	1581	6000	1500	-4	-2	-4	20					
NhÊt D­¬ng Ngäc Bót	0	9	1582	6000	1500	-4	-2	-4	20					
NhÊt D­¬ng Ngäc Bót	0	9	1583	6000	1500	-4	-2	-4	20					
NhÊt D­¬ng Ngäc Bót	0	9	1584	6000	1500	-4	-2	-4	20					
Xa Kþ To¸i Ngäc Th­¬ng	0	6	1781	6000	1500	-4	-2	-4	20					
Xa Kþ To¸i Ngäc Th­¬ng	0	6	1782	6000	1500	-4	-2	-4	20					
Xa Kþ To¸i Ngäc Th­¬ng	0	6	1783	6000	1500	-4	-2	-4	20					
Xa Kþ To¸i Ngäc Th­¬ng	0	6	1784	6000	1500	-4	-2	-4	20					
D­¬ng To¸i Cung	0	4	1881	6000	1500	-4	-2	-4	20					
D­¬ng To¸i Cung	0	4	1882	6000	1500	-4	-2	-4	20					
D­¬ng To¸i Cung	0	4	1883	6000	1500	-4	-2	-4	20					
D­¬ng To¸i Cung	0	4	1884	6000	1500	-4	-2	-4	20					
Hu©n Y H­¬ng Nang	0	102	1	500			-3,1	-3,1	-3,1					
Hîp Hoan H­¬ng Nang	0	102	2	500			-3,1	-3,1	-3,1					
TrÇm §µn H­¬ng Nang	0	102	3	1000	100		-3,1	-3,1	-3,1					
Tiªn X¹ h­¬ng Nang	0	102	4	1000	200		-2,1	-2,1	-2,1					
Long Diªn H­¬ng Nang	0	102	5	1500	300		-2,1	-2,1	-2,1					
Lôc Du Ngäc Béi	0	102	6	500		-3,1		-3,1	-3,1					
Kinh B¹ch Ngäc Béi	0	102	7	500		-3,1		-3,1	-3,1					
§µo Hoa Ngäc Béi	0	102	8	1000	100	-3,1		-3,1	-3,1					
Ngò S¾c Ngäc Béi	0	102	9	1000	200	-2,1		-2,1	-2,1					
MÆc Ngäc Ngäc Béi	0	102	10	1500	300	-2,1		-2,1	-2,1					
Lôc Tïng Th¹ch hé phï	0	102	11	500		-3,1	-3,1		-3,1					
Miªu Nh·n hé phï	0	102	12	500		-3,1	-3,1		-3,1					
Thñy Tinh hé phï	0	102	13	1000	100	-3,1	-3,1		-3,1					
Hæ Ph¸ch Hé phï	0	102	14	1000	200	-2,1	-2,1		-2,1					
Hång PhØ Thóy hé phï	0	102	15	1500	300	-2,1	-2,1		-2,1					
Phï Dung Th¹ch Giíi ChØ	0	102	16	500		-3,1	-3,1	-3,1						
Tæ MÉu Lôc Giíi ChØ	0	102	17	500		-3,1	-3,1	-3,1						
Lam B¶o Th¹ch Giíi ChØ	0	102	18	1000	100	-3,1	-3,1	-3,1						
Lam Thñy Tinh Giíi ChØ	0	102	19	1000	200	-2,1	-2,1	-2,1						
Toµn Th¹ch Giíi ChØ	0	102	20	1500	300	-2,1	-2,1	-2,1						
T­íng Qu©n Giíi ChØ	0	102	21	5000	2000	1,5	1,5	1,5	1,5					
C¸t T­êng	0	102	22	5000	2000	2,5	2,5	2,5	2,5					
Nh­ ý	0	102	23	5000	2000	2,5	2,5	2,5	2,5					
§«ng Ph­¬ng Long Ch©u	0	102	24	10000	10000	25	25	25	25					
Kim Cang D­¬ng Béi	0	102	251	3000	500	-1,2	-1,2	-1,2	-1,2					
Kim Cang Dao Béi	0	102	271	5000	1000	-1,3	-1,3	-1,3	-1,3					
Kim Cang D­¬ng Béi	0	102	252	3000	500	-1,2	-1,2	-1,2	-1,2					
Kim Cang Dao Béi	0	102	272	5000	1000	-1,3	-1,3	-1,3	-1,3					
Nh­ Lai D­¬ng Béi	0	102	351	3000	500	-1,2	-1,2	-1,2	-1,2					
Nh­ Lai Dao Béi	0	102	371	5000	1000	-1,3	-1,3	-1,3	-1,3					
Nh­ Lai D­¬ng Béi	0	102	352	3000	500	-1,2	-1,2	-1,2	-1,2					
Nh­ Lai Dao Béi	0	102	372	5000	1000	-1,3	-1,3	-1,3	-1,3					
La H¸n D­¬ng Béi	0	102	451	3000	500	-1,2	-1,2	-1,2	-1,2					
La H¸n Dao Béi	0	102	471	5000	1000	-1,3	-1,3	-1,3	-1,3					
La H¸n D­¬ng Béi	0	102	452	3000	500	-1,2	-1,2	-1,2	-1,2					
La H¸n Dao Béi	0	102	472	5000	1000	-1,3	-1,3	-1,3	-1,3					
HiÖp Kh¸ch D­¬ng Béi	0	102	651	3000	500	-1,2	-1,2	-1,2	-1,2					
HiÖp Kh¸ch Dao Béi	0	102	671	5000	1000	-1,3	-1,3	-1,3	-1,3					
HiÖp Kh¸ch D­¬ng Béi	0	102	652	3000	500	-1,2	-1,2	-1,2	-1,2					
HiÖp Kh¸ch Dao Béi	0	102	672	5000	1000	-1,3	-1,3	-1,3	-1,3					
HiÖp Kh¸ch D­¬ng Béi	0	102	653	3000	500	-1,2	-1,2	-1,2	-1,2					
HiÖp Kh¸ch Dao Béi	0	102	673	5000	1000	-1,3	-1,3	-1,3	-1,3					
HiÖp Kh¸ch D­¬ng Béi	0	102	654	3000	500	-1,2	-1,2	-1,2	-1,2					
HiÖp Kh¸ch Dao Béi	0	102	674	5000	1000	-1,3	-1,3	-1,3	-1,3					
Quan ¢m D­¬ng Béi	0	102	853	3000	500	-1,2	-1,2	-1,2	-1,2					
Quan ¢m Dao Béi	0	102	873	5000	1000	-1,3	-1,3	-1,3	-1,3					
Quan ¢m D­¬ng Béi	0	102	854	3000	500	-1,2	-1,2	-1,2	-1,2					
Quan ¢m Dao Béi	0	102	874	5000	1000	-1,3	-1,3	-1,3	-1,3					
Ngäc N÷ D­¬ng  Béi	0	102	953	3000	500	-1,2	-1,2	-1,2	-1,2					
Ngäc N÷ Dao Béi	0	102	973	5000	1000	-1,3	-1,3	-1,3	-1,3					
Ngäc N÷ D­¬ng  Béi	0	102	954	3000	500	-1,2	-1,2	-1,2	-1,2					
Ngäc N÷ Dao Béi	0	102	974	5000	1000	-1,3	-1,3	-1,3	-1,3					
Gi¸ng Long D­¬ng Béi	0	102	1151	3000	500	-1,2	-1,2	-1,2	-1,2					
Gi¸ng Long Dao Béi	0	102	1171	5000	1000	-1,3	-1,3	-1,3	-1,3					
Gi¸ng Long D­¬ng Béi	0	102	1152	3000	500	-1,2	-1,2	-1,2	-1,2					
Gi¸ng Long Dao Béi	0	102	1172	5000	1000	-1,3	-1,3	-1,3	-1,3					
Gi¸ng Long D­¬ng Béi	0	102	1153	3000	500	-1,2	-1,2	-1,2	-1,2					
Gi¸ng Long Dao Béi	0	102	1173	5000	1000	-1,3	-1,3	-1,3	-1,3					
Gi¸ng Long D­¬ng Béi	0	102	1154	3000	500	-1,2	-1,2	-1,2	-1,2					
Gi¸ng Long Dao Béi	0	102	1174	5000	1000	-1,3	-1,3	-1,3	-1,3					
Phong Ma D­¬ng Béi	0	102	1251	3000	500	-1,2	-1,2	-1,2	-1,2					
Phong Ma Dao Béi	0	102	1271	5000	1000	-1,3	-1,3	-1,3	-1,3					
Phong Ma D­¬ng Béi	0	102	1252	3000	500	-1,2	-1,2	-1,2	-1,2					
Phong Ma Dao Béi	0	102	1272	5000	1000	-1,3	-1,3	-1,3	-1,3					
Phong Ma D­¬ng Béi	0	102	1253	3000	500	-1,2	-1,2	-1,2	-1,2					
Phong Ma Dao Béi	0	102	1273	5000	1000	-1,3	-1,3	-1,3	-1,3					
Phong Ma D­¬ng Béi	0	102	1254	3000	500	-1,2	-1,2	-1,2	-1,2					
Phong Ma Dao Béi	0	102	1274	5000	1000	-1,3	-1,3	-1,3	-1,3					
Ch©n Vò D­¬ng Béi	0	102	1451	3000	500	-1,2	-1,2	-1,2	-1,2					
Ch©n Vò Dao Béi	0	102	1471	5000	1000	-1,3	-1,3	-1,3	-1,3					
Ch©n Vò D­¬ng Béi	0	102	1452	3000	500	-1,2	-1,2	-1,2	-1,2					
Ch©n Vò Dao Béi	0	102	1472	5000	1000	-1,3	-1,3	-1,3	-1,3					
Ch©n Vò D­¬ng Béi	0	102	1453	3000	500	-1,2	-1,2	-1,2	-1,2					
Ch©n Vò Dao Béi	0	102	1473	5000	1000	-1,3	-1,3	-1,3	-1,3					
Ch©n Vò D­¬ng Béi	0	102	1454	3000	500	-1,2	-1,2	-1,2	-1,2					
Ch©n Vò Dao Béi	0	102	1474	5000	1000	-1,3	-1,3	-1,3	-1,3					
NhÊt D­¬ng Béi	0	102	1551	3000	500	-1,2	-1,2	-1,2	-1,2					
NhÊt D­¬ng Dao Béi	0	102	1571	5000	1000	-1,3	-1,3	-1,3	-1,3					
NhÊt D­¬ng Béi	0	102	1552	3000	500	-1,2	-1,2	-1,2	-1,2					
NhÊt D­¬ng Dao Béi	0	102	1572	5000	1000	-1,3	-1,3	-1,3	-1,3					
NhÊt D­¬ng Béi	0	102	1553	3000	500	-1,2	-1,2	-1,2	-1,2					
NhÊt D­¬ng Dao Béi	0	102	1573	5000	1000	-1,3	-1,3	-1,3	-1,3					
NhÊt D­¬ng Béi	0	102	1554	3000	500	-1,2	-1,2	-1,2	-1,2					
NhÊt D­¬ng Dao Béi	0	102	1574	5000	1000	-1,3	-1,3	-1,3	-1,3					
Xa Kþ ChiÕn SÜ Béi	0	102	1751	3000	500	-1,2	-1,2	-1,2	-1,2					
Xa Kþ T­íng Qu©n Béi	0	102	1771	5000	1000	-1,3	-1,3	-1,3	-1,3					
Xa Kþ ChiÕn SÜ Béi	0	102	1752	3000	500	-1,2	-1,2	-1,2	-1,2					
Xa Kþ T­íng Qu©n Béi	0	102	1772	5000	1000	-1,3	-1,3	-1,3	-1,3					
Xa Kþ ChiÕn SÜ Béi	0	102	1753	3000	500	-1,2	-1,2	-1,2	-1,2					
Xa Kþ T­íng Qu©n Béi	0	102	1773	5000	1000	-1,3	-1,3	-1,3	-1,3					
Xa Kþ ChiÕn SÜ Béi	0	102	1754	3000	500	-1,2	-1,2	-1,2	-1,2					
Xa Kþ T­íng Qu©n Béi	0	102	1774	5000	1000	-1,3	-1,3	-1,3	-1,3					
D­¬ng §Þnh Béi	0	102	1851	3000	500	-1,2	-1,2	-1,2	-1,2					
D­¬ng An Béi	0	102	1871	5000	1000	-1,3	-1,3	-1,3	-1,3					
D­¬ng §Þnh Béi	0	102	1852	3000	500	-1,2	-1,2	-1,2	-1,2					
D­¬ng An Béi	0	102	1872	5000	1000	-1,3	-1,3	-1,3	-1,3					
D­¬ng §Þnh Béi	0	102	1853	3000	500	-1,2	-1,2	-1,2	-1,2					
D­¬ng An Béi	0	102	1873	5000	1000	-1,3	-1,3	-1,3	-1,3					
D­¬ng §Þnh Béi	0	102	1854	3000	500	-1,2	-1,2	-1,2	-1,2					
D­¬ng An Béi	0	102	1874	5000	1000	-1,3	-1,3	-1,3	-1,3					
U Lung L­u V©n Phèi	0	102	2051	3000	500	-1,2	-1,2	-1,2	-1,2					
U Minh Thiªn Qu©n Phèi	0	102	2071	5000	1000	-1,3	-1,3	-1,3	-1,3					
U Lung L­u V©n Phèi	0	102	2052	3000	500	-1,2	-1,2	-1,2	-1,2					
U Minh Thiªn Qu©n Phèi	0	102	2072	5000	1000	-1,3	-1,3	-1,3	-1,3					
U Lung L­u V©n Phèi	0	102	2053	3000	500	-1,2	-1,2	-1,2	-1,2					
U Minh Thiªn Qu©n Phèi	0	102	2073	5000	1000	-1,3	-1,3	-1,3	-1,3					
U Lung L­u V©n Phèi	0	102	2054	3000	500	-1,2	-1,2	-1,2	-1,2					
U Minh Thiªn Qu©n Phèi	0	102	2074	5000	1000	-1,3	-1,3	-1,3	-1,3					
Miªu Cæ Phèi	0	102	2151	3000	500	-1,2	-1,2	-1,2	-1,2					
Miªu T©m Phèi	0	102	2171	5000	1000	-1,3	-1,3	-1,3	-1,3					
Miªu Cæ Phèi	0	102	2152	3000	500	-1,2	-1,2	-1,2	-1,2					
Miªu T©m Phèi	0	102	2172	5000	1000	-1,3	-1,3	-1,3	-1,3					
Miªu Cæ Phèi	0	102	2153	3000	500	-1,2	-1,2	-1,2	-1,2					
Miªu T©m Phèi	0	102	2173	5000	1000	-1,3	-1,3	-1,3	-1,3					
Miªu Cæ Phèi	0	102	2154	3000	500	-1,2	-1,2	-1,2	-1,2					
Miªu T©m Phèi	0	102	2174	5000	1000	-1,3	-1,3	-1,3	-1,3					
Kim Cang Ngäc Béi	0	102	281	6000	1500	-1,4	-1,4	-1,4	-1,4					
Kim Cang Ngäc Béi	0	102	282	6000	1500	-1,4	-1,4	-1,4	-1,4					
Nh­ Lai Ngäc Béi	0	102	381	6000	1500	-1,4	-1,4	-1,4	-1,4					
Nh­ Lai Ngäc Béi	0	102	382	6000	1500	-1,4	-1,4	-1,4	-1,4					
La H¸n Ngäc Béi	0	102	481	6000	1500	-1,4	-1,4	-1,4	-1,4					
La H¸n Ngäc Béi	0	102	482	6000	1500	-1,4	-1,4	-1,4	-1,4					
HiÖp Kh¸ch To¸i Ngäc Béi	0	102	681	6000	1500	-1,4	-1,4	-1,4	-1,4					
HiÖp Kh¸ch To¸i Ngäc Béi	0	102	682	6000	1500	-1,4	-1,4	-1,4	-1,4					
HiÖp Kh¸ch To¸i Ngäc Béi	0	102	683	6000	1500	-1,4	-1,4	-1,4	-1,4					
HiÖp Kh¸ch To¸i Ngäc Béi	0	102	684	6000	1500	-1,4	-1,4	-1,4	-1,4					
Quan ¢m Ngäc Béi	0	102	883	6000	1500	-1,4	-1,4	-1,4	-1,4					
Quan ¢m Ngäc Béi	0	102	884	6000	1500	-1,4	-1,4	-1,4	-1,4					
Ngäc N÷ Béi	0	102	983	6000	1500	-1,4	-1,4	-1,4	-1,4					
Ngäc N÷ Béi	0	102	984	6000	1500	-1,4	-1,4	-1,4	-1,4					
Gi¸ng Long Ngäc Béi	0	102	1181	6000	1500	-1,4	-1,4	-1,4	-1,4					
Gi¸ng Long Ngäc Béi	0	102	1182	6000	1500	-1,4	-1,4	-1,4	-1,4					
