ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey	
41482	Tèng-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;31933;1	-1	-1	25		1	36490			
41483	Tèng-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;31934;1	-1	-1	26		1	36491			
41484	Tèng-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;31935;1	-1	-1	27		1	36492			
41485	Tèng-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;31936;1	-1	-1	29		1	36493			
41486	Tèng-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;31937;1	-1	-1	30		1	36494			
41487	Tèng-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;31938;1	-1	-1	31		1	36495			
41488	Tèng-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;31939;1	-1	-1	32		1	36496			
41489	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31940;1	-1	-1	2		1	36497			
41490	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31941;1	-1	-1	3		1	36498			
41491	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31942;1	-1	-1	4		1	36499			
41492	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31943;1	-1	-1	6		1	36500			
41493	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31944;1	-1	-1	8		1	36501			
41494	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31945;1	-1	-1	9		1	36502			
41495	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31946;1	-1	-1	11		1	36503			
41496	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31947;1	-1	-1	12		1	36504			
41497	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31948;1	-1	-1	14		1	36505			
41498	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31949;1	-1	-1	15		1	36506			
41499	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31950;1	-1	-1	17		1	36507			
41500	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31951;1	-1	-1	18		1	36508			
41501	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31952;1	-1	-1	20		1	36509			
41502	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31953;1	-1	-1	21		1	36510			
41503	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31954;1	-1	-1	23		1	36511			
41504	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31955;1	-1	-1	25		1	36512			
41505	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31956;1	-1	-1	26		1	36513			
41506	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31957;1	-1	-1	27		1	36514			
41507	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31958;1	-1	-1	29		1	36515			
41508	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31959;1	-1	-1	30		1	36516			
41509	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31960;1	-1	-1	31		1	36517			
41510	Tèng-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;31961;1	-1	-1	32		1	36518			
41511	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31962;1	-1	-1	2		1	36519			
41512	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31963;1	-1	-1	3		1	36520			
41513	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31964;1	-1	-1	4		1	36521			
41514	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31965;1	-1	-1	6		1	36522			
41515	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31966;1	-1	-1	8		1	36523			
41516	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31967;1	-1	-1	9		1	36524			
41517	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31968;1	-1	-1	11		1	36525			
41518	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31969;1	-1	-1	12		1	36526			
41519	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31970;1	-1	-1	14		1	36527			
41520	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31971;1	-1	-1	15		1	36528			
41521	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31972;1	-1	-1	17		1	36529			
41522	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31973;1	-1	-1	18		1	36530			
41523	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31974;1	-1	-1	20		1	36531			
41524	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31975;1	-1	-1	21		1	36532			
41525	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31976;1	-1	-1	23		1	36533			
41526	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31977;1	-1	-1	25		1	36534			
41527	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31978;1	-1	-1	26		1	36535			
41528	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31979;1	-1	-1	27		1	36536			
41529	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31980;1	-1	-1	29		1	36537			
41530	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31981;1	-1	-1	30		1	36538			
41531	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31982;1	-1	-1	31		1	36539			
41532	Tèng-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;31983;1	-1	-1	32		1	36540			
41533	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31984;1	-1	-1	2		1	36541			
41534	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31985;1	-1	-1	3		1	36542			
41535	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31986;1	-1	-1	4		1	36543			
41536	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31987;1	-1	-1	6		1	36544			
41537	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31988;1	-1	-1	8		1	36545			
41538	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31989;1	-1	-1	9		1	36546			
41539	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31990;1	-1	-1	11		1	36547			
41540	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31991;1	-1	-1	12		1	36548			
41541	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31992;1	-1	-1	14		1	36549			
41542	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31993;1	-1	-1	15		1	36550			
41543	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31994;1	-1	-1	17		1	36551			
41544	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31995;1	-1	-1	18		1	36552			
41545	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31996;1	-1	-1	20		1	36553			
41546	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31997;1	-1	-1	21		1	36554			
41547	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31998;1	-1	-1	23		1	36555			
41548	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;31999;1	-1	-1	25		1	36556			
41549	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32000;1	-1	-1	26		1	36557			
41550	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32001;1	-1	-1	27		1	36558			
41551	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32002;1	-1	-1	29		1	36559			
41552	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32003;1	-1	-1	30		1	36560			
41553	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32004;1	-1	-1	31		1	36561			
41554	Tèng-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32005;1	-1	-1	32		1	36562			
41555	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32006;1	-1	-1	2		1	36563			
41556	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32007;1	-1	-1	3		1	36564			
41557	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32008;1	-1	-1	4		1	36565			
41558	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32009;1	-1	-1	6		1	36566			
41559	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32010;1	-1	-1	8		1	36567			
41560	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32011;1	-1	-1	9		1	36568			
41561	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32012;1	-1	-1	11		1	36569			
41562	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32013;1	-1	-1	12		1	36570			
41563	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32014;1	-1	-1	14		1	36571			
41564	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32015;1	-1	-1	15		1	36572			
41565	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32016;1	-1	-1	17		1	36573			
41566	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32017;1	-1	-1	18		1	36574			
41567	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32018;1	-1	-1	20		1	36575			
41568	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32019;1	-1	-1	21		1	36576			
41569	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32020;1	-1	-1	23		1	36577			
41570	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32021;1	-1	-1	25		1	36578			
41571	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32022;1	-1	-1	26		1	36579			
41572	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32023;1	-1	-1	27		1	36580			
41573	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32024;1	-1	-1	29		1	36581			
41574	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32025;1	-1	-1	30		1	36582			
41575	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32026;1	-1	-1	31		1	36583			
41576	Liªu-Chu T­íc T­íng LÖnh Bµi	0;102;32027;1	-1	-1	32		1	36584			
41577	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32028;1	-1	-1	2		1	36585			
41578	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32029;1	-1	-1	3		1	36586			
41579	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32030;1	-1	-1	4		1	36587			
41580	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32031;1	-1	-1	6		1	36588			
41581	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32032;1	-1	-1	8		1	36589			
41582	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32033;1	-1	-1	9		1	36590			
41583	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32034;1	-1	-1	11		1	36591			
41584	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32035;1	-1	-1	12		1	36592			
41585	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32036;1	-1	-1	14		1	36593			
41586	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32037;1	-1	-1	15		1	36594			
41587	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32038;1	-1	-1	17		1	36595			
41588	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32039;1	-1	-1	18		1	36596			
41589	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32040;1	-1	-1	20		1	36597			
41590	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32041;1	-1	-1	21		1	36598			
41591	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32042;1	-1	-1	23		1	36599			
41592	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32043;1	-1	-1	25		1	36600			
41593	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32044;1	-1	-1	26		1	36601			
41594	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32045;1	-1	-1	27		1	36602			
41595	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32046;1	-1	-1	29		1	36603			
41596	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32047;1	-1	-1	30		1	36604			
41597	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32048;1	-1	-1	31		1	36605			
41598	Liªu-Chu T­íc T­íng LÖnh Kú	0;102;32049;1	-1	-1	32		1	36606			
41599	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32050;1	-1	-1	2		1	36607			
41600	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32051;1	-1	-1	3		1	36608			
41601	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32052;1	-1	-1	4		1	36609			
41602	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32053;1	-1	-1	6		1	36610			
41603	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32054;1	-1	-1	8		1	36611			
41604	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32055;1	-1	-1	9		1	36612			
41605	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32056;1	-1	-1	11		1	36613			
41606	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32057;1	-1	-1	12		1	36614			
41607	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32058;1	-1	-1	14		1	36615			
41608	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32059;1	-1	-1	15		1	36616			
41609	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32060;1	-1	-1	17		1	36617			
41610	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32061;1	-1	-1	18		1	36618			
41611	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32062;1	-1	-1	20		1	36619			
41612	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32063;1	-1	-1	21		1	36620			
41613	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32064;1	-1	-1	23		1	36621			
41614	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32065;1	-1	-1	25		1	36622			
41615	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32066;1	-1	-1	26		1	36623			
41616	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32067;1	-1	-1	27		1	36624			
41617	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32068;1	-1	-1	29		1	36625			
41618	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32069;1	-1	-1	30		1	36626			
41619	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32070;1	-1	-1	31		1	36627			
41620	Liªu-Chu T­íc T­íng LÖnh Phï	0;102;32071;1	-1	-1	32		1	36628			
41621	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32072;1	-1	-1	2		1	36629			
41622	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32073;1	-1	-1	3		1	36630			
41623	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32074;1	-1	-1	4		1	36631			
41624	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32075;1	-1	-1	6		1	36632			
41625	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32076;1	-1	-1	8		1	36633			
41626	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32077;1	-1	-1	9		1	36634			
41627	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32078;1	-1	-1	11		1	36635			
41628	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32079;1	-1	-1	12		1	36636			
41629	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32080;1	-1	-1	14		1	36637			
41630	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32081;1	-1	-1	15		1	36638			
41631	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32082;1	-1	-1	17		1	36639			
41632	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32083;1	-1	-1	18		1	36640			
41633	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32084;1	-1	-1	20		1	36641			
41634	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32085;1	-1	-1	21		1	36642			
41635	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32086;1	-1	-1	23		1	36643			
41636	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32087;1	-1	-1	25		1	36644			
41637	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32088;1	-1	-1	26		1	36645			
41638	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32089;1	-1	-1	27		1	36646			
41639	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32090;1	-1	-1	29		1	36647			
41640	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32091;1	-1	-1	30		1	36648			
41641	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32092;1	-1	-1	31		1	36649			
41642	Liªu-Chu T­íc Nguyªn So¸i HiÖu Phï	0;102;32093;1	-1	-1	32		1	36650			
41643	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32094;1	-1	-1	2		1	36651			
41644	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32095;1	-1	-1	3		1	36652			
41645	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32096;1	-1	-1	4		1	36653			
41646	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32097;1	-1	-1	6		1	36654			
41647	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32098;1	-1	-1	8		1	36655			
41648	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32099;1	-1	-1	9		1	36656			
41649	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32100;1	-1	-1	11		1	36657			
41650	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32101;1	-1	-1	12		1	36658			
41651	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32102;1	-1	-1	14		1	36659			
41652	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32103;1	-1	-1	15		1	36660			
41653	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32104;1	-1	-1	17		1	36661			
41654	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32105;1	-1	-1	18		1	36662			
41655	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32106;1	-1	-1	20		1	36663			
41656	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32107;1	-1	-1	21		1	36664			
41657	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32108;1	-1	-1	23		1	36665			
41658	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32109;1	-1	-1	25		1	36666			
41659	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32110;1	-1	-1	26		1	36667			
41660	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32111;1	-1	-1	27		1	36668			
41661	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32112;1	-1	-1	29		1	36669			
41662	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32113;1	-1	-1	30		1	36670			
41663	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32114;1	-1	-1	31		1	36671			
41664	Liªu-Chu T­íc Nguyªn So¸i Hæ Phï	0;102;32115;1	-1	-1	32		1	36672			
41665	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32116;1	-1	-1	2		1	36673			
41666	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32117;1	-1	-1	3		1	36674			
41667	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32118;1	-1	-1	4		1	36675			
41668	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32119;1	-1	-1	6		1	36676			
41669	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32120;1	-1	-1	8		1	36677			
41670	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32121;1	-1	-1	9		1	36678			
41671	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32122;1	-1	-1	11		1	36679			
41672	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32123;1	-1	-1	12		1	36680			
41673	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32124;1	-1	-1	14		1	36681			
41674	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32125;1	-1	-1	15		1	36682			
41675	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32126;1	-1	-1	17		1	36683			
41676	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32127;1	-1	-1	18		1	36684			
41677	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32128;1	-1	-1	20		1	36685			
41678	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32129;1	-1	-1	21		1	36686			
41679	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32130;1	-1	-1	23		1	36687			
41680	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32131;1	-1	-1	25		1	36688			
41681	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32132;1	-1	-1	26		1	36689			
41682	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32133;1	-1	-1	27		1	36690			
41683	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32134;1	-1	-1	29		1	36691			
41684	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32135;1	-1	-1	30		1	36692			
41685	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32136;1	-1	-1	31		1	36693			
41686	Liªu-Chu T­íc Nguyªn So¸i LÖnh Kú	0;102;32137;1	-1	-1	32		1	36694			
41687	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32138;1	-1	-1	2		1	36695			
41688	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32139;1	-1	-1	3		1	36696			
41689	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32140;1	-1	-1	4		1	36697			
41690	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32141;1	-1	-1	6		1	36698			
41691	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32142;1	-1	-1	8		1	36699			
41692	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32143;1	-1	-1	9		1	36700			
41693	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32144;1	-1	-1	11		1	36701			
41694	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32145;1	-1	-1	12		1	36702			
41695	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32146;1	-1	-1	14		1	36703			
41696	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32147;1	-1	-1	15		1	36704			
41697	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32148;1	-1	-1	17		1	36705			
41698	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32149;1	-1	-1	18		1	36706			
41699	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32150;1	-1	-1	20		1	36707			
41700	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32151;1	-1	-1	21		1	36708			
41701	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32152;1	-1	-1	23		1	36709			
41702	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32153;1	-1	-1	25		1	36710			
41703	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32154;1	-1	-1	26		1	36711			
41704	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32155;1	-1	-1	27		1	36712			
41705	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32156;1	-1	-1	29		1	36713			
41706	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32157;1	-1	-1	30		1	36714			
41707	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32158;1	-1	-1	31		1	36715			
41708	Liªu-Chu T­íc Nguyªn So¸i LÖnh Bµi	0;102;32159;1	-1	-1	32		1	36716			
41709	Tèng-Chu T­íc T­íng §ao (Cao)	0;3;32549;1	-1	-1	2		1	36717			
41710	Tèng-Chu T­íc T­íng Tr­îng (Cao)	0;8;32550;1	-1	-1	3		1	36717			
41711	Tèng-Chu T­íc T­íng Thñ (Cao)	0;0;32551;1	-1	-1	4		1	36717			
41712	Tèng-Chu T­íc T­íng Ch©m (Cao)	0;1;32552;1	-1	-1	6		1	36717			
41713	Tèng-Chu T­íc T­íng KiÕm (Cao)	0;2;32553;1	-1	-1	8		1	36717			
41714	Tèng-Chu T­íc T­íng CÇm (Cao)	0;10;32554;1	-1	-1	9		1	36717			
41715	Tèng-Chu T­íc T­íng Thñ (Cao)	0;0;32555;1	-1	-1	11		1	36717			
41716	Tèng-Chu T­íc T­íng C«n (Cao)	0;5;32556;1	-1	-1	12		1	36717			
41717	Tèng-Chu T­íc T­íng KiÕm (Cao)	0;2;32557;1	-1	-1	14		1	36717			
41718	Tèng-Chu T­íc T­íng Bót (Cao)	0;9;32558;1	-1	-1	15		1	36717			
41719	Tèng-Chu T­íc T­íng Th­¬ng (Cao)	0;6;32559;1	-1	-1	17		1	36717			
41720	Tèng-Chu T­íc T­íng Cung (Cao)	0;4;32560;1	-1	-1	18		1	36717			
41721	Tèng-Chu T­íc T­íng Song §ao (Cao)	0;7;32561;1	-1	-1	20		1	36717			
41722	Tèng-Chu T­íc T­íng Tr¶o (Cao)	0;11;32562;1	-1	-1	21		1	36717			
41723	Tèng-Chu T­íc T­íng KiÕm (Cao)	0;2;32563;1	-1	-1	23		1	36717			
41724	Tèng-Chu T­íc T­íng §ao (Cao)	0;3;32564;1	-1	-1	25		1	36717			
41725	Tèng-Chu T­íc T­íng Bót (Cao)	0;9;32565;1	-1	-1	26		1	36717			
41726	Tèng-Chu T­íc T­íng Tr¶o (Cao)	0;11;32566;1	-1	-1	27		1	36717			
41727	Tèng-Chu T­íc T­íng PhiÕn (Cao)	0;13;32567;1	-1	-1	29		1	36717			
41728	Tèng-Chu T­íc T­íng §Þch (Cao)	0;12;32568;1	-1	-1	30		1	36717			
41729	Tèng-Chu T­íc T­íng Chñy (Cao)	0;14;32569;1	-1	-1	31		1	36717			
41730	Tèng-Chu T­íc T­íng KiÕm (Cao)	0;2;32570;1	-1	-1	32		1	36717			
41731	Tèng-Chu T­íc Nguyªn So¸i §ao (Cao)	0;3;32615;1	-1	-1	2		1	36718			
41732	Tèng-Chu T­íc Nguyªn So¸i Tr­îng (Cao)	0;8;32616;1	-1	-1	3		1	36718			
41733	Tèng-Chu T­íc Nguyªn So¸i Thñ (Cao)	0;0;32617;1	-1	-1	4		1	36718			
