蕴灵名称	大类型	副类型	详细类别	重量	价格	五行	蕴灵消耗 (金)	防御力(外，内)	附加属性1	附加属性1数值	附加属性2	附加属性2数值	套装编号	要求等级	要求性别	要求体型	要求门派	在界面上显示的小图	在界面上显示的大图	说明文字	装备在身上的时候，使用的显示类型名字	丢落在地面的时候，使用哪一个物件资源	脚本文件	等级	是否能交易(0能1不能2只能卖店3只能卖玩家)	是否能丢弃(0能1不能)	是否可维修（0是/1否）		
闪避增加(头部)等级7	2	144	271	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：闪避值增加200点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
伤害增加(衣服)等级6	2	144	272	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：伤害增加110点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
伤害增加(衣服)等级7	2	144	273	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：伤害增加180点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力量增加(头部)等级6	2	144	274	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力量增加(头部)等级7	2	144	275	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力量增加(衣服)等级6	2	144	276	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力量增加(衣服)等级7	2	144	277	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力量增加(下装)等级6	2	144	278	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力量增加(下装)等级7	2	144	279	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内功增加(头部)等级6	2	144	280	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内功增加(头部)等级7	2	144	281	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内功增加(衣服)等级6	2	144	282	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内功增加(衣服)等级7	2	144	283	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内功增加(下装)等级6	2	144	284	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内功增加(下装)等级7	2	144	285	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
根骨增加(头部)等级6	2	144	286	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：根骨增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
根骨增加(头部)等级7	2	144	287	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：根骨增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
根骨增加(衣服)等级6	2	144	288	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：根骨增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
根骨增加(衣服)等级7	2	144	289	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：根骨增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
根骨增加(下装)等级6	2	144	290	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：根骨增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
根骨增加(下装)等级7	2	144	291	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：根骨增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身法增加(头部)等级6	2	144	292	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身法增加(头部)等级7	2	144	293	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身法增加(衣服)等级6	2	144	294	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身法增加(衣服)等级7	2	144	295	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身法增加(下装)等级6	2	144	296	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身法增加(下装)等级7	2	144	297	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞察增加(头部)等级6	2	144	298	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞察增加(头部)等级7	2	144	299	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞察增加(衣服)等级6	2	144	300	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞察增加(衣服)等级7	2	144	301	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞察增加(下装)等级6	2	144	302	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加54点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞察增加(下装)等级7	2	144	303	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加95点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力根增加(头部)等级6	2	144	312	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力根增加(头部)等级7	2	144	313	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力根增加(衣服)等级6	2	144	314	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力根增加(衣服)等级7	2	144	315	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力根增加(下装)等级6	2	144	316	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力根增加(下装)等级7	2	144	317	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内根增加(头部)等级6	2	144	318	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内根增加(头部)等级7	2	144	319	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内根增加(衣服)等级6	2	144	320	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内根增加(衣服)等级7	2	144	321	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内根增加(下装)等级6	2	144	322	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内根增加(下装)等级7	2	144	323	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身根增加(头部)等级6	2	144	324	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身根增加(头部)等级7	2	144	325	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身根增加(衣服)等级6	2	144	326	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身根增加(衣服)等级7	2	144	327	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身根增加(下装)等级6	2	144	328	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身根增加(下装)等级7	2	144	329	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞根增加(头部)等级6	2	144	330	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞根增加(头部)等级7	2	144	331	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞根增加(衣服)等级6	2	144	332	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞根增加(衣服)等级7	2	144	333	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞根增加(下装)等级6	2	144	334	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加32点，根骨增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
洞根增加(下装)等级7	2	144	335	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：洞察增加55点，根骨增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力身增加(头部)等级6	2	144	336	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加32点，身法增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力身增加(头部)等级7	2	144	337	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加55点，身法增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力身增加(衣服)等级6	2	144	338	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加32点，身法增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力身增加(衣服)等级7	2	144	339	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加55点，身法增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力身增加(下装)等级6	2	144	340	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加32点，身法增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力身增加(下装)等级7	2	144	341	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加55点，身法增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力洞增加(头部)等级6	2	144	342	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加32点，洞察增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力洞增加(头部)等级7	2	144	343	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加55点，洞察增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力洞增加(衣服)等级6	2	144	344	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加32点，洞察增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力洞增加(衣服)等级7	2	144	345	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加55点，洞察增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力洞增加(下装)等级6	2	144	346	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加32点，洞察增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
力洞增加(下装)等级7	2	144	347	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：力量增加55点，洞察增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身洞增加(头部)等级6	2	144	348	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加32点，洞察增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身洞增加(头部)等级7	2	144	349	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加55点，洞察增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身洞增加(衣服)等级6	2	144	350	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加32点，洞察增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身洞增加(衣服)等级7	2	144	351	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加55点，洞察增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身洞增加(下装)等级6	2	144	352	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加32点，洞察增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
身洞增加(下装)等级7	2	144	353	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：身法增加55点，洞察增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内身增加(头部)等级6	2	144	354	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加32点，身法增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内身增加(头部)等级7	2	144	355	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加55点，身法增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内身增加(衣服)等级6	2	144	356	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加32点，身法增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内身增加(衣服)等级7	2	144	357	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加55点，身法增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内身增加(下装)等级6	2	144	358	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加32点，身法增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内身增加(下装)等级7	2	144	359	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加55点，身法增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内洞增加(头部)等级6	2	144	360	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加32点，洞察增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内洞增加(头部)等级7	2	144	361	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加55点，洞察增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内洞增加(衣服)等级6	2	144	362	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加32点，洞察增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内洞增加(衣服)等级7	2	144	363	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加55点，洞察增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内洞增加(下装)等级6	2	144	364	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加32点，洞察增加32点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内洞增加(下装)等级7	2	144	365	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内功增加55点，洞察增加55点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
命中增加(头部)化魂8	2	144	366	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高命中500点。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
命中增加(头部)蕴灵8	2	144	367	0	0		1											\image\item\other\蕴灵9a1.spr	\image\item\other\蕴灵9a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高命中700点。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
外攻提高(衣服)化魂8	2	144	368	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高外攻攻击10%+30点力量。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
外攻提高(衣服)蕴灵8	2	144	369	0	0		1											\image\item\other\蕴灵9a1.spr	\image\item\other\蕴灵9a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高外攻攻击16%+70点力量。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
内攻提高(衣服)化魂8	2	144	370	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高内攻攻击10%+30点内功。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
内攻提高(衣服)蕴灵8	2	144	371	0	0		1											\image\item\other\蕴灵9a1.spr	\image\item\other\蕴灵9a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高内攻攻击16%+70点内功。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
生命上限(下装)化魂8	2	144	372	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：生命上限提高12%+25点根骨			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
生命上限(下装)蕴灵8	2	144	373	0	0		1											\image\item\other\蕴灵9a1.spr	\image\item\other\蕴灵9a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：生命上限提高15%+70点根骨。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
内力上限(下装)化魂8	2	144	374	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内力上限提高12%+30点内功。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
内力上限(下装)蕴灵8	2	144	375	0	0		1											\image\item\other\蕴灵9a1.spr	\image\item\other\蕴灵9a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内力上限提高15%+70点内功。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
闪避增加(头部)化魂8	2	144	376	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：闪避值增加180点。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
闪避增加(头部)蕴灵8	2	144	377	0	0		1											\image\item\other\蕴灵9a1.spr	\image\item\other\蕴灵9a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：闪避值增加250点。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
伤害增加(衣服)化魂8	2	144	378	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：伤害增加150点。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
伤害增加(衣服)蕴灵8	2	144	379	0	0		1											\image\item\other\蕴灵9a1.spr	\image\item\other\蕴灵9a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：伤害增加250点。			\script\weaponeffect\item\yunling_reel.lua	1	2	1			999
