C¸c lo¹i ®¹o cô	§¹o cô cô thÓ	Ph©n lo¹i chi tiÕt	Thuéc tÝnh ngò hµnh	CÊp	Ng©n l­îng	Chän	Danh väng s­ m«n	 ®ång 	Ghi nhí giao ®Þch?	Tªn ®¹o cô (®Æt cuèi cïng, kh«ng ®äc theo tr×nh tù)
0	109	75	0	1	10000					TÞnh N¹p y
0	108	79	0	1	10000					B¹ch NhÉn L¹p (C¸i Bang)
0	109	79	0	1	10000					Thæ Ma C¸i y
0	108	83	0	1	10000					Hång Lan C©n (C¸i Bang)
0	109	83	0	1	10000					B¸ch KÕt C¸i y
0	108	87	0	1	10000					B¹ch N¹p §ai (C¸i Bang)
0	109	87	0	1	10000					B¸ch Bæ C¸i y
0	108	76	0	1	10000					B¸ch Hé DiÖn (§­êng M«n)
0	109	76	0	1	10000					V« S¾c y
0	108	80	0	1	10000					Thiªn NguyÖt Diªn (§­êng M«n)
0	109	80	0	1	10000					HiÖp Èn phôc
0	108	84	0	1	10000					Phi Hång C©n (§­êng M«n)
0	109	84	0	1	10000					B¸ch Hoa y
0	108	88	0	1	10000					Th¸i V©n C©n (§­êng M«n)
0	109	88	0	1	10000					Thiªn NhÉn y
0	108	105	0	1	10000					Dòng SÜ Qu¸n (D­¬ng M«n)
0	109	105	0	1	10000					Tinh Cang gi¸p
0	108	106	0	1	10000					ChiÕn SÜ Qu¸n (D­¬ng M«n)
0	109	106	0	1	10000					YÓm T©m gi¸p
0	108	107	0	1	10000					C©n Quèc Ph¸t §íi (D­¬ng M«n)
0	109	107	0	1	10000					C©n Qu¾c Phi gi¸p
0	108	108	0	1	10000					C©n Quèc Kh«i (D­¬ng M«n)
0	109	108	0	1	10000					C©n Qu¾c ChiÕn gi¸p
0	108	123	0	1	10000					Miªu Tr¹i Thanh Qu¸n (Ngò §éc)
0	109	125	0	1	10000					Miªu Tr¹i Tr­ëng y
0	108	124	0	1	10000					Miªu Tr¹i Téc Qu¸n (Ngò §éc)
0	109	126	0	1	10000					Miªu Tr¹i Téc y
0	108	125	0	1	10000					Miªu N÷ La C©n (Ngò §éc)
0	109	127	0	1	10000					Miªu N÷ La QuÇn
0	108	126	0	1	10000					Miªu N÷ Lam C©n (Ngò §éc)
0	109	128	0	1	10000					Miªu N÷ Tè quÇn
0	108	81	0	1	10000					Thóc Ph¸t Kim Hoµn (Nga Mi)
0	109	81	0	1	10000					Thanh Tróc Truy y
0	108	85	0	1	10000					Thóc Ph¸t Hoµng Linh (Nga Mi)
0	109	85	0	1	10000					Hµn Mai tè y
0	108	530	0	1	10000					HuyÒn Phong Qu¸n (C«n L«n)
0	109	530	0	1	10000					Hång M«ng §¹o Bµo
0	108	531	0	1	10000					Thiªn Phong Qu¸n (C«n L«n)
0	109	531	0	1	10000					Thiªn HuyÒn §¹o Bµo
0	108	532	0	1	10000					L©m Lang Søc (Thóy Yªn)
0	109	532	0	1	10000					Loan Th¸i Y
0	108	533	0	1	10000					§iÖp V©n Ph¸t KÕt (Thóy Yªn)
0	109	533	0	1	10000					ThÊt Th¸i Tó Y
0	108	534	0	1	10000					XÝch Yªn C©n (Minh Gi¸o)
0	109	534	0	1	10000					LiÖt Háa Y
0	108	535	0	1	10000					XÝch Vò C©n (Minh Gi¸o)
0	109	535	0	1	10000					XÝch LuyÖn Y
0	108	536	0	1	10000					Háa C¬ C©n (Minh Gi¸o)
0	109	536	0	1	10000					L­u Ly Y
0	108	537	0	1	10000					C¬ Hoa C©n (Minh Gi¸o)
0	109	537	0	1	10000					Háa V©n Y
2	1	2652	0	1	1500000					XÝch ThiÕt Tinh
2	1	547	0	1	300000					ThiÖp mêi
2	1	508	0	1	1000000					Hång bao
0	103	8013	0	10	999000000					Th¸i thó ChiÕn kh«i
0	100	8013	0	10	999000000					Th¸i Thó ChiÕn Gi¸p
0	101	8013	0	10	999000000					Th¸i thó ChiÕn phôc
0	102	8013	0	10	999000000					Th¸i thó kim Ên
0	102	8017	0	10	999000000					Th¸i thó hoµn béi
0	103	8005	0	9	999000000					§Ò H¹t M·o
0	100	8005	0	9	999000000					§Ò H¹t Gi¸p 
0	101	8005	0	9	999000000					§Ò H¹t trang
0	102	8005	0	9	999000000					§Ò H¹t Liªu Kh¶o
0	102	8023	0	9	999000000					§Ò H¹t lÖnh
0	102	8021	0	9	999000000					TrÝ gi¶ cÈm nang
0	102	8022	0	9	999000000					Th¸nh hiÒn ngäc béi
2	1	3600	0	1	10000					Tñ ¸o lín
2	201	1	0	1	10000					M¶nh TÝnh ThÇn
2	200	1	0	1	500000					HuyÒn vò ng­u tóc
2	200	2	0	1	500000					HuyÒn vò ®Êu tóc
2	200	3	0	1	500000					HuyÒn vò bÝ tóc
2	200	4	0	1	500000					HuyÒn vò thÊt tóc
2	200	5	0	1	500000					HuyÒn vò n÷ tóc
0	103	3032	0	8	999000000					Cöu D­¬ng Qu¸n
0	103	3035	0	8	999000000					Cöu D­¬ng Qu¸n
0	100	3032	0	8	999000000					Cöu D­¬ng Y
0	100	3035	0	8	999000000					Cöu D­¬ng Y
0	101	3032	0	8	999000000					Cöu D­¬ng trang
0	101	3035	0	8	999000000					Cöu D­¬ng trang
0	3	8890	0	8	999000000					L­u Ly Giíi §ao
0	0	8872	0	8	999000000					L«i ¢m Nang Thñ
0	8	8908	0	8	999000000					Kinh L«i ThiÒn Tr­îng
0	1	8878	0	8	999000000					¢m D­¬ng Xuyªn ¶nh
0	2	8881	0	8	999000000					Tõ Hµn ¢m KiÕm
0	10	8917	0	8	999000000					Cöu Hoµn Bèi CÇm
0	0	8873	0	8	999000000					Quy L©n Hé Thñ
0	5	8899	0	8	999000000					TrÊn Ng¹o C«n
0	2	8882	0	8	999000000					ThuÇn Phong KiÕm
0	9	8911	0	8	999000000					Tinh §Èu ChuyÓn Bót
0	6	8902	0	8	999000000					Ph¸ Qu©n TrËn Th­¬ng
0	4	8896	0	8	999000000					Truy MÖnh Cung
0	7	8905	0	8	999000000					ThiÖp Cèt HuyÕt §ao
0	11	8920	0	8	999000000					LuyÖn Hån HuyÕt Tr¶o
0	2	8883	0	8	999000000					Ngù Thiªn Phong KiÕm
0	3	8891	0	8	999000000					ThÇn DiÖm Thiªn §ao
0	9	8912	0	8	999000000					ThÇn Phong Ph¸n Bót
0	11	8921	0	8	999000000					ThÇn Linh Chó Tr¶o
0	13	8929	0	8	999000000					Linh Lung Chi
0	12	8926	0	8	999000000					Cöu Tiªu S¸o
0	103	3033	0	8	999000000					Tinh Kh¾c Cöu D­¬ng Qu¸n
0	103	3036	0	8	999000000					Tinh Kh¾c Cöu ¢m Qu¸n
0	100	3033	0	8	999000000					Tinh Kh¾c Cöu D­¬ng Y
0	100	3036	0	8	999000000					Tinh Kh¾c Cöu ¢m Y
0	101	3033	0	8	999000000					Tinh Kh¾c Cöu D­¬ng Trang
0	101	3036	0	8	999000000					Tinh Kh¾c Cöu ¢m Trang
0	3	8892	0	8	999000000					Tinh Kh¾c-L­u Ly Giíi §ao
0	0	8874	0	8	999000000					Tinh Kh¾c-L«i ¢m Nang Thñ
0	8	8909	0	8	999000000					Tinh Kh¾c-Kinh L«i ThiÒn Tr­îng
0	1	8879	0	8	999000000					Tinh Kh¾c-¢m D­¬ng Xuyªn ¶nh
0	2	8884	0	8	999000000					Tinh Kh¾c-Tõ Hµn ¢m KiÕm
0	10	8918	0	8	999000000					Tinh Kh¾c-Cöu Hoµn Bèi CÇm
0	0	8875	0	8	999000000					Tinh Kh¾c-Quy L©n Hé Thñ
0	5	8900	0	8	999000000					Tinh Kh¾c-TrÊn Ng¹o C«n
0	2	8885	0	8	999000000					Tinh Kh¾c-ThuÇn Phong KiÕm
0	9	8913	0	8	999000000					Tinh Kh¾c-Tinh §Èu ChuyÓn Bót
0	6	8903	0	8	999000000					Tinh Kh¾c-Ph¸ Qu©n TrËn Th­¬ng
0	4	8897	0	8	999000000					Tinh Kh¾c-Truy MÖnh Cung
0	7	8906	0	8	999000000					Tinh Kh¾c-ThiÖp Cèt HuyÕt §ao
0	11	8922	0	8	999000000					Tinh Kh¾c-LuyÖn Hån HuyÕt Tr¶o
0	2	8886	0	8	999000000					Tinh Kh¾c-Ngù Thiªn Phong KiÕm
0	3	8893	0	8	999000000					Tinh Kh¾c-ThÇn DiÖm Thiªn §ao
0	9	8914	0	8	999000000					Tinh Kh¾c-ThÇn Phong Ph¸n Bót
0	11	8923	0	8	999000000					Tinh Kh¾c-ThÇn Linh Chó Tr¶o
0	13	8930	0	8	999000000					Tinh Kh¾c-Linh Lung Chi
0	12	8927	0	8	999000000					Tinh Kh¾c-Cöu Tiªu S¸o
0	102	3120	0	8	999000000					Kim Ngäc
0	102	3121	0	8	999000000					HuyÒn Th¹ch Kim Ngäc
0	102	3123	0	8	999000000					Méc §íi
0	102	3124	0	8	999000000					PhØ Thóy Méc §íi
0	102	3126	0	8	999000000					Thñy Phèi
0	102	3127	0	8	999000000					NguyÖt Hoa Thñy Phèi
0	102	3129	0	8	999000000					Háa Giíi
0	102	3130	0	8	999000000					Cöu Linh Háa Giíi
0	102	3132	0	8	999000000					Thæ Hoµn
0	102	3133	0	8	999000000					Ng­ng Ngäc Thæ Hoµn
0	0	8876	0	9	999000000					Thiªn NghÜa-L«i ¢m Nang Thñ
0	0	8877	0	9	999000000					Thiªn NghÜa-Quy L©n Hé Thñ
0	1	8880	0	9	999000000					Thiªn NghÜa-¢m D­¬ng Xuyªn ¶nh
0	2	8887	0	9	999000000					Thiªn NghÜa-Tõ Hµn ¢m KiÕm
0	2	8888	0	9	999000000					Thiªn NghÜa-ThuÇn Phong KiÕm
0	2	8889	0	9	999000000					Thiªn NghÜa-Ngù Thiªn Phong KiÕm
0	3	8894	0	9	999000000					Thiªn NghÜa-L­u Ly Giíi §ao
0	3	8895	0	9	999000000					Thiªn NghÜa-ThÇn DiÖm Thiªn §ao
0	4	8898	0	9	999000000					Thiªn NghÜa-Truy MÖnh Cung
0	5	8901	0	9	999000000					Thiªn NghÜa-TrÊn Ng¹o C«n
0	6	8904	0	9	999000000					Thiªn NghÜa-Ph¸ Qu©n TrËn Th­¬ng
0	7	8907	0	9	999000000					Thiªn NghÜa-ThiÖp Cèt HuyÕt §ao
0	8	8910	0	9	999000000					Thiªn NghÜa-Kinh L«i ThiÒn Tr­îng
0	9	8915	0	9	999000000					Thiªn NghÜa-Tinh §Èu ChuyÓn Bót
0	9	8916	0	9	999000000					Thiªn NghÜa-ThÇn Phong Ph¸n Bót
0	10	8919	0	9	999000000					Thiªn NghÜa-Cöu Hoµn Bèi CÇm
0	11	8924	0	9	999000000					Thiªn NghÜa-LuyÖn Hån HuyÕt Tr¶o
0	11	8925	0	9	999000000					Thiªn NghÜa-ThÇn Linh Chó Tr¶o
0	12	8928	0	9	999000000					Thiªn NghÜa-Cöu Tiªu S¸o
0	13	8931	0	9	999000000					Thiªn NghÜa-Linh Lung Chi
0	103	3034	0	9	999000000					Thiªn NghÜa-Cöu D­¬ng NhËt Qu¸n
0	103	3037	0	9	999000000					Thiªn NghÜa-Cöu ¢m NguyÖt Qu¸n
0	100	3034	0	9	999000000					Thiªn NghÜa-Cöu D­¬ng Háa Y
0	100	3037	0	9	999000000					Thiªn NghÜa-Cöu ¢m Thñy Y
0	101	3034	0	9	999000000					Thiªn NghÜa-Cöu D­¬ng Long Trang
0	101	3037	0	9	999000000					Thiªn NghÜa-Cöu ¢m Phông Trang
0	103	3056	0	9	999000000					Long §»ng Tø H¶i Qu¸n
0	103	3060	0	9	999000000					Phông Vò Cöu Thiªn Qu¸n
0	100	3056	0	9	999000000					Long §»ng Tø H¶i Y
0	100	3060	0	9	999000000					Phông Vò Cöu Thiªn Y
0	101	3056	0	9	999000000					Long §»ng Tø H¶i Trang
0	3	8932	0	9	999000000					Cöu Ch©u-L­u Ly Giíi §ao
0	0	8933	0	9	999000000					Cöu Ch©u-L«i ¢m Nang Thñ
0	8	8934	0	9	999000000					Cöu Ch©u-Kinh L«i ThiÒn Tr­îng
0	1	8935	0	9	999000000					Cöu Ch©u-¢m D­¬ng Xuyªn ¶nh
0	2	8936	0	9	999000000					Cöu Ch©u-Tõ Hµn ¢m KiÕm
0	10	8937	0	9	999000000					Cöu Ch©u-Cöu Hoµn Bèi CÇm
0	0	8938	0	9	999000000					Cöu Ch©u-Quy L©n Hé Thñ
0	5	8939	0	9	999000000					Cöu Ch©u-TrÊn Ng¹o C«n
0	2	8940	0	9	999000000					Cöu Ch©u-ThuÇn Phong KiÕm
0	9	8941	0	9	999000000					Cöu Ch©u-Tinh §Èu ChuyÓn Bót
0	6	8942	0	9	999000000					Cöu Ch©u-Ph¸ Qu©n TrËn Th­¬ng
0	4	8943	0	9	999000000					Cöu Ch©u-Truy MÖnh Cung
0	7	8944	0	9	999000000					Cöu Ch©u-ThiÖp Cèt HuyÕt §ao
0	11	8945	0	9	999000000					Cöu Ch©u-LuyÖn Hån HuyÕt Tr¶o
0	2	8946	0	9	999000000					Cöu Ch©u-Ngù Thiªn Phong KiÕm
0	3	8947	0	9	999000000					Cöu Ch©u-ThÇn DiÖm Thiªn §ao
0	9	8948	0	9	999000000					Cöu Ch©u-ThÇn Phong Ph¸n Bót
0	11	8949	0	9	999000000					Cöu Ch©u-ThÇn Linh Chó Tr¶o
0	13	8950	0	9	999000000					Cöu Ch©u-Linh Lung Chi
0	12	8951	0	9	999000000					Cöu Ch©u-Cöu Tiªu S¸o
0	102	3122	0	9	999000000					Thiªn NghÜa- HuyÒn Th¹ch Kim Ngäc
0	102	3125	0	9	999000000					Thiªn NghÜa- PhØ Thóy Ngäc §íi
0	102	3128	0	9	999000000					Thiªn NghÜa- NguyÖt Hoa Thñy Bèi
0	102	3131	0	9	999000000					Thiªn NghÜa- Cöu ¦u Háa Giíi
0	102	3134	0	9	999000000					Thiªn NghÜa- Ng­ng Ngäc Thæ Hoµn
0	101	3060	0	9	999000000					Phông Vò Cöu Thiªn Trang
2	200	6	0	2	500000					6 Khæng Bµn
2	200	7	0	2	500000					6 Khæng Bµn
2	200	8	0	2	500000					6 Khæng Bµn
0	103	3064	0	9	999000000					H¹o NguyÖt-§é N¹n T«n Gi¶ M·o
0	103	3065	0	9	999000000					H¹o NguyÖt-§é N¹n T«n Gi¶ M·o
0	103	3066	0	9	999000000					H¹o NguyÖt-§é KiÕp T«n Gi¶ M·o
0	103	3067	0	9	999000000					H¹o NguyÖt-§é KiÕp T«n Gi¶ M·o
0	103	3068	0	9	999000000					H¹o NguyÖt-§é ¸ch T«n Gi¶ M·o
0	103	3069	0	9	999000000					H¹o NguyÖt-§é ¸ch T«n Gi¶ M·o
0	103	3070	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Qu¸n
0	103	3071	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Qu¸n
0	103	3072	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Qu¸n
0	103	3073	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Qu¸n
0	103	3074	0	9	999000000					H¹o NguyÖt-PhËt V©n Th¸nh C« Tr©m
0	103	3075	0	9	999000000					H¹o NguyÖt-PhËt V©n Th¸nh C« Tr©m
0	103	3076	0	9	999000000					H¹o NguyÖt-PhËt TrÇn Th¸nh C« Tr©m
0	103	3077	0	9	999000000					H¹o NguyÖt-PhËt TrÇn Th¸nh C« Tr©m
0	103	3078	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i C©n
0	103	3079	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i C©n
0	103	3080	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i C©n
0	103	3081	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i C©n
0	103	3082	0	9	999000000					H¹o NguyÖt-Du Long §Þa KhÊt C©n
0	103	3083	0	9	999000000					H¹o NguyÖt-Du Long §Þa KhÊt C©n
0	103	3084	0	9	999000000					H¹o NguyÖt-Du Long §Þa KhÊt C©n
0	103	3085	0	9	999000000					H¹o NguyÖt-Du Long §Þa KhÊt C©n
0	103	3086	0	9	999000000					H¹o NguyÖt-V« Cùc Thiªn T«n Qu¸n
0	103	3087	0	9	999000000					H¹o NguyÖt-V« Cùc Thiªn T«n Qu¸n
0	103	3088	0	9	999000000					H¹o NguyÖt-V« Cùc Thiªn T«n Qu¸n
0	103	3089	0	9	999000000					H¹o NguyÖt-V« Cùc Thiªn T«n Qu¸n
0	103	3090	0	9	999000000					H¹o NguyÖt-BÝch L¹c Thiªn T«n Qu¸n
0	103	3091	0	9	999000000					H¹o NguyÖt-BÝch L¹c Thiªn T«n Qu¸n
0	103	3092	0	9	999000000					H¹o NguyÖt-BÝch L¹c Thiªn T«n Qu¸n
0	103	3093	0	9	999000000					H¹o NguyÖt-BÝch L¹c Thiªn T«n Qu¸n
0	103	3094	0	9	999000000					H¹o NguyÖt-C¶m Thiªn §Êu Hån Kh«i
0	103	3095	0	9	999000000					H¹o NguyÖt-C¶m Thiªn §Êu Hån Kh«i
0	103	3096	0	9	999000000					H¹o NguyÖt-C¶m Thiªn §Êu Hån Kh«i
0	103	3097	0	9	999000000					H¹o NguyÖt-C¶m Thiªn §Êu Hån Kh«i
0	103	3098	0	9	999000000					H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Kh«i
0	103	3099	0	9	999000000					H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Kh«i
0	103	3100	0	9	999000000					H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Kh«i
0	103	3101	0	9	999000000					H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Kh«i
0	103	3102	0	9	999000000					H¹o NguyÖt-Quû Xóc Tµ ThÇn C©n
0	103	3103	0	9	999000000					H¹o NguyÖt-Quû Xóc Tµ ThÇn C©n
0	103	3104	0	9	999000000					H¹o NguyÖt-Quû Xóc Tµ ThÇn C©n
0	103	3105	0	9	999000000					H¹o NguyÖt-Quû Xóc Tµ ThÇn C©n
0	103	3106	0	9	999000000					H¹o NguyÖt-Vu Cèt §éc V­¬ng C©n
0	103	3107	0	9	999000000					H¹o NguyÖt-Vu Cèt §éc V­¬ng C©n
0	103	3108	0	9	999000000					H¹o NguyÖt-Vu Cèt §éc V­¬ng C©n
0	103	3109	0	9	999000000					H¹o NguyÖt-Vu Cèt §éc V­¬ng C©n
0	103	3110	0	9	999000000					H¹o NguyÖt-BÊt §éng Ch©n Tiªn Qu¸n
0	103	3111	0	9	999000000					H¹o NguyÖt-BÊt §éng Ch©n Tiªn Qu¸n
0	103	3112	0	9	999000000					H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn C©n
0	103	3113	0	9	999000000					H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn C©n
0	103	3114	0	9	999000000					H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn C©n
0	103	3115	0	9	999000000					H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn C©n
0	103	3116	0	9	999000000					H¹o NguyÖt-Cöu Thiªn Quû Phï Qu¸n
0	103	3117	0	9	999000000					H¹o NguyÖt-Cöu Thiªn Quû Phï Qu¸n
0	103	3118	0	9	999000000					H¹o NguyÖt-Cöu Thiªn Quû Phï Qu¸n
0	103	3119	0	9	999000000					H¹o NguyÖt-Cöu Thiªn Quû Phï Qu¸n
0	103	3120	0	9	999000000					H¹o NguyÖt-Ma ¶nh ThÇn T«ng Qu¸n
0	103	3121	0	9	999000000					H¹o NguyÖt-Ma ¶nh ThÇn T«ng Qu¸n
0	103	3122	0	9	999000000					H¹o NguyÖt-Ma ¶nh ThÇn T«ng Qu¸n
0	103	3123	0	9	999000000					H¹o NguyÖt-Ma ¶nh ThÇn T«ng Qu¸n
0	103	3124	0	9	999000000					H¹o NguyÖt-Tª V©n Tiªn Tö Tr©m
0	103	3125	0	9	999000000					H¹o NguyÖt-Tª V©n Tiªn Tö Tr©m
0	103	3126	0	9	999000000					H¹o NguyÖt-Tª V©n Tiªn Tö Tr©m
0	103	3127	0	9	999000000					H¹o NguyÖt-Tª V©n Tiªn Tö Tr©m
0	100	3064	0	9	999000000					H¹o NguyÖt-§é N¹n T«n Gi¶ Bµo
0	100	3065	0	9	999000000					H¹o NguyÖt-§é N¹n T«n Gi¶ Bµo
0	100	3066	0	9	999000000					H¹o NguyÖt-§é KiÕp T«n Gi¶ Bµo
0	100	3067	0	9	999000000					H¹o NguyÖt-§é KiÕp T«n Gi¶ Bµo
0	100	3068	0	9	999000000					H¹o NguyÖt-§é ¸ch T«n Gi¶ Bµo
0	100	3069	0	9	999000000					H¹o NguyÖt-§é ¸ch T«n Gi¶ Bµo
0	100	3070	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Y
0	100	3071	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Y
0	100	3072	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Y
0	100	3073	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Y
0	100	3074	0	9	999000000					H¹o NguyÖt-PhËt V©n Th¸nh C« Y
0	100	3075	0	9	999000000					H¹o NguyÖt-PhËt V©n Th¸nh C« Y
0	100	3076	0	9	999000000					H¹o NguyÖt-PhËt TrÇn Th¸nh C« Y
0	100	3077	0	9	999000000					H¹o NguyÖt-PhËt TrÇn Th¸nh C« Y
0	100	3078	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i Y
0	100	3079	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i Y
0	100	3080	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i Y
0	100	3081	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i Y
0	100	3082	0	9	999000000					H¹o NguyÖt-Du Long §Þa KhÊt Y
0	100	3083	0	9	999000000					H¹o NguyÖt-Du Long §Þa KhÊt Y
0	100	3084	0	9	999000000					H¹o NguyÖt-Du Long §Þa KhÊt Y
0	100	3085	0	9	999000000					H¹o NguyÖt-Du Long §Þa KhÊt Y
0	100	3086	0	9	999000000					H¹o NguyÖt-V« Cùc Thiªn T«n Bµo
0	100	3087	0	9	999000000					H¹o NguyÖt-V« Cùc Thiªn T«n Bµo
0	100	3088	0	9	999000000					H¹o NguyÖt-V« Cùc Thiªn T«n Bµo
0	100	3089	0	9	999000000					H¹o NguyÖt-V« Cùc Thiªn T«n Bµo
0	100	3090	0	9	999000000					H¹o NguyÖt-BÝch L¹c Thiªn T«n Bµo
0	100	3091	0	9	999000000					H¹o NguyÖt-BÝch L¹c Thiªn T«n Bµo
0	100	3092	0	9	999000000					H¹o NguyÖt-BÝch L¹c Thiªn T«n Bµo
0	100	3093	0	9	999000000					H¹o NguyÖt-BÝch L¹c Thiªn T«n Bµo
0	100	3094	0	9	999000000					H¹o NguyÖt-C¶m Thiªn §Êu Hån Gi¸p
0	100	3095	0	9	999000000					H¹o NguyÖt-C¶m Thiªn §Êu Hån Gi¸p
0	100	3096	0	9	999000000					H¹o NguyÖt-C¶m Thiªn §Êu Hån Gi¸p
0	100	3097	0	9	999000000					H¹o NguyÖt-C¶m Thiªn §Êu Hån Gi¸p
0	100	3098	0	9	999000000					H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Gi¸p
0	100	3099	0	9	999000000					H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Gi¸p
0	100	3100	0	9	999000000					H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Gi¸p
0	100	3101	0	9	999000000					H¹o NguyÖt-§Þnh Thiªn ThÇn NghÖ Gi¸p
0	100	3102	0	9	999000000					H¹o NguyÖt-Quû Xóc Tµ ThÇn Y
0	100	3103	0	9	999000000					H¹o NguyÖt-Quû Xóc Tµ ThÇn Y
0	100	3104	0	9	999000000					H¹o NguyÖt-Quû Xóc Tµ ThÇn Y
0	100	3105	0	9	999000000					H¹o NguyÖt-Quû Xóc Tµ ThÇn Y
0	100	3106	0	9	999000000					H¹o NguyÖt-Vu Cèt §éc V­¬ng Y
0	100	3107	0	9	999000000					H¹o NguyÖt-Vu Cèt §éc V­¬ng Y
0	100	3108	0	9	999000000					H¹o NguyÖt-Vu Cèt §éc V­¬ng Y
0	100	3109	0	9	999000000					H¹o NguyÖt-Vu Cèt §éc V­¬ng Y
0	100	3110	0	9	999000000					H¹o NguyÖt-BÊt §éng Ch©n Tiªn Bµo
0	100	3111	0	9	999000000					H¹o NguyÖt-BÊt §éng Ch©n Tiªn Bµo
0	100	3112	0	9	999000000					H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn Y
0	100	3113	0	9	999000000					H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn Y
0	100	3114	0	9	999000000					H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn Y
0	100	3115	0	9	999000000					H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn Y
0	100	3116	0	9	999000000					H¹o NguyÖt-Cöu Thiªn Quû Phï Bµo
0	100	3117	0	9	999000000					H¹o NguyÖt-Cöu Thiªn Quû Phï Bµo
0	100	3118	0	9	999000000					H¹o NguyÖt-Cöu Thiªn Quû Phï Bµo
0	100	3119	0	9	999000000					H¹o NguyÖt-Cöu Thiªn Quû Phï Bµo
0	100	3120	0	9	999000000					H¹o NguyÖt-Ma ¶nh ThÇn T«ng Bµo
0	100	3121	0	9	999000000					H¹o NguyÖt-Ma ¶nh ThÇn T«ng Bµo
0	100	3122	0	9	999000000					H¹o NguyÖt-Ma ¶nh ThÇn T«ng Bµo
0	100	3123	0	9	999000000					H¹o NguyÖt-Ma ¶nh ThÇn T«ng Bµo
0	100	3124	0	9	999000000					H¹o NguyÖt-Tª V©n Tiªn Tö Y
0	100	3125	0	9	999000000					H¹o NguyÖt-Tª V©n Tiªn Tö Y
0	100	3126	0	9	999000000					H¹o NguyÖt-Phi H¹ Tiªn Tö Y
0	100	3127	0	9	999000000					H¹o NguyÖt-Phi H¹ Tiªn Tö Y
0	101	3064	0	9	999000000					H¹o NguyÖt-§é N¹n T«n Gi¶ Trang
0	101	3065	0	9	999000000					H¹o NguyÖt-§é N¹n T«n Gi¶ Trang
0	101	3066	0	9	999000000					H¹o NguyÖt-§é KiÕp T«n Gi¶ Trang
0	101	3067	0	9	999000000					H¹o NguyÖt-§é KiÕp T«n Gi¶ Trang
0	101	3068	0	9	999000000					H¹o NguyÖt-§é ¸ch T«n Gi¶ Trang
0	101	3069	0	9	999000000					H¹o NguyÖt-§é ¸ch T«n Gi¶ Trang
0	101	3070	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Trang
0	101	3071	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Trang
0	101	3072	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Trang
0	101	3073	0	9	999000000					H¹o NguyÖt-V¹n KiÕp Th¸nh Thñ Trang
0	101	3074	0	9	999000000					H¹o NguyÖt-PhËt V©n Th¸nh C« QuÇn
0	101	3075	0	9	999000000					H¹o NguyÖt-PhËt V©n Th¸nh C« QuÇn
0	101	3076	0	9	999000000					H¹o NguyÖt-PhËt TrÇn Th¸nh C« QuÇn
0	101	3077	0	9	999000000					H¹o NguyÖt-PhËt TrÇn Th¸nh C« QuÇn
0	101	3078	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i Trang
0	101	3079	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i Trang
0	101	3080	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i Trang
0	101	3081	0	9	999000000					H¹o NguyÖt-Trôc Phông Thiªn C¸i Trang
